image_id,split,basin,source,centroid_lat,centroid_lon,extent_image,annotations_latlon,annotations_image
1416,train,denver,label_crowdsource,40.28278999416219,-105.000403,"POLYGON ((-105.00156759030857 40.28190157180375, -104.99923840969144 40.28190157180375, -104.99923840969144 40.28367841652064, -105.00156759030857 40.28367841652064, -105.00156759030857 40.28190157180375))","[{'bbox': <POLYGON ((-104.999 40.283, -104.999 40.283, -104.999 40.283, -104.999 40.28...>}]","[{'bbox': [494.4797508578277, 239.7431277839314, 497.7585286126923, 243.0967754432567], 'bbox_mode': 0, 'category_id': 0}]"
1417,train,denver,label_crowdsource,40.283079994162186,-102.658586,"POLYGON ((-102.65975059030856 40.282191575614924, -102.65742140969144 40.282191575614924, -102.65742140969144 40.28396841270945, -102.65975059030856 40.28396841270945, -102.65975059030856 40.282191575614924))",[],[]
1418,train,denver,label_crowdsource,40.28356999416217,-102.5775,"POLYGON ((-102.57866459030858 40.28268158205453, -102.57633540969144 40.28268158205453, -102.57633540969144 40.284458406269806, -102.57866459030858 40.284458406269806, -102.57866459030858 40.28268158205453))",[],[]
1419,train,denver,label_crowdsource,40.28357999416218,-104.9135,"POLYGON ((-104.91466459030855 40.28269158218597, -104.91233540969142 40.28269158218597, -104.91233540969142 40.28446840613839, -104.91466459030855 40.28446840613839, -104.91466459030855 40.28269158218597))","[{'bbox': <POLYGON ((-104.914 40.284, -104.914 40.284, -104.914 40.284, -104.914 40.28...>}, {'bbox': <POLYGON ((-104.914 40.284, -104.914 40.284, -104.914 40.284, -104.914 40.28...>}, {'bbox': <POLYGON ((-104.914 40.284, -104.914 40.284, -104.914 40.284, -104.914 40.28...>}]","[{'bbox': [162.816, 177.15200000000002, 174.08, 188.416], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [162.816, 162.816, 174.08, 174.08], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [162.816, 147.45600000000002, 174.08, 159.744], 'bbox_mode': 0, 'category_id': 0}]"
1420,train,denver,label_crowdsource,40.28368999416215,-102.62961,"POLYGON ((-102.63077459030855 40.28280158363159, -102.62844540969142 40.28280158363159, -102.62844540969142 40.28457840469273, -102.63077459030855 40.28457840469273, -102.63077459030855 40.28280158363159))",[],[]
1421,train,denver,label_crowdsource,40.28393599416216,-104.522855,"POLYGON ((-104.52401959030855 40.28304758686457, -104.52169040969143 40.28304758686457, -104.52169040969143 40.284824401459744, -104.52401959030855 40.284824401459744, -104.52401959030855 40.28304758686457))",[],[]
1422,train,denver,label_crowdsource,40.28564999416211,-104.80628,"POLYGON ((-104.80744459030856 40.28476160939074, -104.80511540969144 40.28476160939074, -104.80511540969144 40.28653837893346, -104.80744459030856 40.28653837893346, -104.80744459030856 40.28476160939074))",[],[]
1423,train,denver,label_crowdsource,40.286499994162064,-104.63536,"POLYGON ((-104.63652459030855 40.28561162056213, -104.63419540969143 40.28561162056213, -104.63419540969143 40.287388367762, -104.63652459030855 40.287388367762, -104.63652459030855 40.28561162056213))",[],[]
1424,train,denver,label_crowdsource,40.28675299416207,-104.789971,"POLYGON ((-104.79113559030856 40.2858646238873, -104.78880640969143 40.2858646238873, -104.78880640969143 40.28764136443683, -104.79113559030856 40.28764136443683, -104.79113559030856 40.2858646238873))",[],[]
1427,train,denver,label_crowdsource,40.28893399416198,-102.55864599999998,"POLYGON ((-102.55981059030854 40.288045652552796, -102.55748140969143 40.288045652552796, -102.55748140969143 40.28982233577117, -102.55981059030854 40.28982233577117, -102.55981059030854 40.288045652552796))",[],[]
1428,train,denver,label_crowdsource,40.28974999416195,-102.6105,"POLYGON ((-102.61166459030856 40.28886166327805, -102.60933540969143 40.28886166327805, -102.60933540969143 40.29063832504587, -102.61166459030856 40.29063832504587, -102.61166459030856 40.28886166327805))",[],[]
1429,train,denver,label_crowdsource,40.28977999416197,-104.94002999999998,"POLYGON ((-104.94119459030856 40.28889166367237, -104.93886540969142 40.28889166367237, -104.93886540969142 40.29066832465156, -104.94119459030856 40.29066832465156, -104.94119459030856 40.28889166367237))",[],[]
1430,train,denver,label_crowdsource,40.28986899416195,-104.887017,"POLYGON ((-104.88818159030855 40.288980664842164, -104.88585240969142 40.288980664842164, -104.88585240969142 40.29075732348175, -104.88818159030855 40.29075732348175, -104.88818159030855 40.288980664842164))","[{'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}, {'bbox': <POLYGON ((-104.887 40.289, -104.887 40.289, -104.887 40.289, -104.887 40.28...>}]","[{'bbox': [320.512, 472.064, 328.704, 480.25600000000003], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [296.96, 472.064, 305.152, 480.25600000000003], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [281.0942734645218, 495.5018723088278, 290.4746666666666, 504.9969395140469], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [280.8484413919463, 483.463543089564, 290.81600000000003, 492.8862547018676], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [294.15068001214024, 483.32800000000003, 304.4693333333334, 492.8616982214494], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [294.54861045042003, 495.3058864450346, 304.46933333333334, 505.03769390114434], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [318.1013662823842, 483.36908425910104, 327.87390805405704, 492.972367475236], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [318.50981003154124, 495.38637662050854, 327.68, 504.832], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [331.96028675707277, 483.6693333333333, 341.3333333333333, 492.88533333333334], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [331.5187651470401, 495.3006505065887, 341.3333333333333, 504.86158926728586], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [318.4136747700591, 507.22133333333335, 328.0213333333333, 512.0], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [331.3943195885493, 507.3650551239364, 341.36600571719737, 512.0], 'bbox_mode': 0, 'category_id': 0}]"
1432,train,denver,label_crowdsource,40.29003999416194,-102.65431,"POLYGON ((-102.65547459030856 40.28915166708976, -102.65314540969143 40.28915166708976, -102.65314540969143 40.290928321234134, -102.65547459030856 40.290928321234134, -102.65547459030856 40.28915166708976))",[],[]
1433,train,denver,label_crowdsource,40.29017599416196,-104.545755,"POLYGON ((-104.54691959030858 40.289287668877336, -104.54459040969144 40.289287668877336, -104.54459040969144 40.29106431944656, -104.54691959030858 40.29106431944656, -104.54691959030858 40.289287668877336))","[{'bbox': <POLYGON ((-104.546 40.289, -104.546 40.289, -104.546 40.289, -104.546 40.28...>}, {'bbox': <POLYGON ((-104.546 40.289, -104.546 40.289, -104.546 40.289, -104.546 40.28...>}]","[{'bbox': [199.68, 454.656, 209.92000000000002, 464.896], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [195.584, 467.968, 201.728, 475.136], 'bbox_mode': 0, 'category_id': 0}]"
1435,train,denver,label_crowdsource,40.29101499416192,-102.402834,"POLYGON ((-102.40399859030857 40.29012667990517, -102.40166940969144 40.29012667990517, -102.40166940969144 40.29190330841866, -102.40399859030857 40.29190330841866, -102.40399859030857 40.29012667990517))",[],[]
1436,train,denver,label_crowdsource,40.291339994161895,-104.70669999999998,"POLYGON ((-104.70786459030856 40.29045168417703, -104.70553540969144 40.29045168417703, -104.70553540969144 40.292228304146775, -104.70786459030856 40.292228304146775, -104.70786459030856 40.29045168417703))",[],[]
1437,train,denver,label_crowdsource,40.29245999416187,-104.46928,"POLYGON ((-104.47044459030856 40.29157169889874, -104.46811540969144 40.29157169889874, -104.46811540969144 40.293348289425, -104.47044459030856 40.293348289425, -104.47044459030856 40.29157169889874))",[],[]
1438,train,denver,label_crowdsource,40.29281999416185,-104.93192,"POLYGON ((-104.93308459030857 40.29193170363078, -104.93075540969144 40.29193170363078, -104.93075540969144 40.293708284692926, -104.93308459030857 40.293708284692926, -104.93308459030857 40.29193170363078))",[],[]
1441,train,denver,label_crowdsource,40.29441999416181,-104.48468999999996,"POLYGON ((-104.48585459030853 40.29353172466254, -104.48352540969142 40.29353172466254, -104.48352540969142 40.29530826366106, -104.48585459030853 40.29530826366106, -104.48585459030853 40.29353172466254))","[{'bbox': <POLYGON ((-104.485 40.294, -104.485 40.294, -104.485 40.294, -104.485 40.29...>}, {'bbox': <POLYGON ((-104.485 40.294, -104.485 40.294, -104.485 40.294, -104.485 40.29...>}, {'bbox': <POLYGON ((-104.485 40.294, -104.485 40.294, -104.485 40.294, -104.485 40.29...>}]","[{'bbox': [209.0403111339416, 421.2594885774842, 218.91907300649035, 431.1064432792167], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [220.44724890662187, 418.51618564198213, 230.4, 427.9553822503144], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [231.63597621861354, 415.173516034152, 241.664, 425.08812204837835], 'bbox_mode': 0, 'category_id': 0}]"
1442,train,denver,label_crowdsource,40.2947139941618,-104.99540799999998,"POLYGON ((-104.99657259030855 40.29382572852721, -104.99424340969142 40.29382572852721, -104.99424340969142 40.295602259796375, -104.99657259030855 40.295602259796375, -104.99657259030855 40.29382572852721))","[{'bbox': <POLYGON ((-104.995 40.294, -104.995 40.294, -104.995 40.294, -104.995 40.29...>}, {'bbox': <POLYGON ((-104.995 40.294, -104.995 40.294, -104.995 40.294, -104.995 40.29...>}, {'bbox': <POLYGON ((-104.994 40.294, -104.994 40.294, -104.995 40.294, -104.995 40.29...>}, {'bbox': <POLYGON ((-104.995 40.294, -104.995 40.294, -104.995 40.294, -104.995 40.29...>}, {'bbox': <POLYGON ((-104.995 40.294, -104.995 40.294, -104.995 40.294, -104.995 40.29...>}, {'bbox': <POLYGON ((-104.994 40.294, -104.994 40.294, -104.995 40.294, -104.995 40.29...>}, {'bbox': <POLYGON ((-104.994 40.294, -104.994 40.294, -104.994 40.294, -104.994 40.29...>}, {'bbox': <POLYGON ((-104.994 40.294, -104.994 40.294, -104.994 40.294, -104.994 40.29...>}, {'bbox': <POLYGON ((-104.994 40.294, -104.994 40.294, -104.994 40.294, -104.994 40.29...>}, {'bbox': <POLYGON ((-104.994 40.294, -104.994 40.294, -104.994 40.294, -104.994 40.29...>}]","[{'bbox': [416.1189389388252, 345.15478620642045, 428.13358356025356, 357.5667349104836], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [430.3834497774836, 345.6029552439172, 442.71997137248843, 357.71733333333333], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [444.95120399781393, 345.4850127460353, 457.0621966254313, 357.72845138284896], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [415.4788388561401, 362.14924354372647, 427.7335410658158, 374.4615294453754], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [430.1786714142867, 362.4546104028316, 442.368, 374.9771119385928], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [444.8248104469916, 362.36978436585827, 456.7732772108543, 374.84775042407307], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [459.37917464693595, 362.66478579572043, 471.3813333333333, 375.00806964586843], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [474.112, 362.9710484912277, 486.0755768008816, 375.12533333333334], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [459.7783394485195, 345.5057429089361, 471.4772976603388, 357.64929728026533], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [474.49777575051684, 345.97126229433945, 486.0829845736825, 358.0851330138389], 'bbox_mode': 0, 'category_id': 0}]"
1443,train,denver,label_crowdsource,40.295189994161774,-104.89969,"POLYGON ((-104.90085459030857 40.29430173478433, -104.89852540969144 40.29430173478433, -104.89852540969144 40.29607825353923, -104.90085459030857 40.29607825353923, -104.90085459030857 40.29430173478433))",[],[]
1444,train,denver,label_crowdsource,40.29546999416176,-102.20721,"POLYGON ((-102.20837459030855 40.294581738465006, -102.20604540969144 40.294581738465006, -102.20604540969144 40.29635824985853, -102.20837459030855 40.29635824985853, -102.20837459030855 40.294581738465006))",[],[]
1447,train,denver,label_crowdsource,40.29619199416173,-104.617988,"POLYGON ((-104.61915259030856 40.29530374795601, -104.61682340969143 40.29530374795601, -104.61682340969143 40.29708024036746, -104.61915259030856 40.29708024036746, -104.61915259030856 40.29530374795601))",[],[]
1448,train,denver,label_crowdsource,40.2975809941617,-104.897598,"POLYGON ((-104.89876259030856 40.29669276621545, -104.89643340969143 40.29669276621545, -104.89643340969143 40.29846922210795, -104.89876259030856 40.29846922210795, -104.89876259030856 40.29669276621545))","[{'bbox': <POLYGON ((-104.896 40.298, -104.896 40.298, -104.897 40.298, -104.897 40.29...>}, {'bbox': <POLYGON ((-104.896 40.297, -104.896 40.297, -104.897 40.297, -104.897 40.29...>}, {'bbox': <POLYGON ((-104.896 40.297, -104.896 40.297, -104.897 40.297, -104.897 40.29...>}]","[{'bbox': [492.5737533241808, 266.09071481659936, 505.856, 279.1395307593792], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [492.90495814653525, 281.6, 505.51466666666664, 294.3578622537756], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [492.5959917067531, 296.78553707577174, 505.3012333667361, 309.3846302735515], 'bbox_mode': 0, 'category_id': 0}]"
1449,train,denver,label_crowdsource,40.29746999416168,-104.48552,"POLYGON ((-104.48668459030856 40.29658176475624, -104.48435540969142 40.29658176475624, -104.48435540969142 40.29835822356714, -104.48668459030856 40.29835822356714, -104.48668459030856 40.29658176475624))",[],[]
1450,train,denver,label_crowdsource,40.2976199941617,-104.48926999999998,"POLYGON ((-104.49043459030854 40.296731766728136, -104.48810540969143 40.296731766728136, -104.48810540969143 40.298508221595256, -104.49043459030854 40.298508221595256, -104.49043459030854 40.296731766728136))",[],[]
1451,train,denver,label_crowdsource,40.29699999416172,-104.78405999999998,"POLYGON ((-104.78522459030856 40.296111758577716, -104.78289540969142 40.296111758577716, -104.78289540969142 40.297888229745716, -104.78522459030856 40.297888229745716, -104.78522459030856 40.296111758577716))",[],[]
1452,train,denver,label_crowdsource,40.29812999416168,-102.535512,"POLYGON ((-102.53667659030855 40.297241773432596, -102.53434740969143 40.297241773432596, -102.53434740969143 40.29901821489076, -102.53667659030855 40.29901821489076, -102.53667659030855 40.297241773432596))",[],[]
1456,train,denver,label_crowdsource,40.30083999416159,-102.59113,"POLYGON ((-102.59229459030857 40.299951809059436, -102.58996540969144 40.299951809059436, -102.58996540969144 40.30172817926375, -102.59229459030857 40.30172817926375, -102.59229459030857 40.299951809059436))",[],[]
1457,train,denver,label_crowdsource,40.300859994161584,-104.48553,"POLYGON ((-104.48669459030856 40.299971809322365, -104.48436540969143 40.299971809322365, -104.48436540969143 40.3017481790008, -104.48669459030856 40.3017481790008, -104.48669459030856 40.299971809322365))","[{'bbox': <POLYGON ((-104.486 40.301, -104.486 40.301, -104.486 40.301, -104.486 40.30...>}, {'bbox': <POLYGON ((-104.486 40.301, -104.486 40.301, -104.486 40.301, -104.486 40.30...>}, {'bbox': <POLYGON ((-104.486 40.301, -104.486 40.301, -104.486 40.301, -104.486 40.30...>}]","[{'bbox': [83.62666666666667, 215.38133333333334, 92.50133333333333, 223.232], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [71.93043596804115, 215.72266666666667, 80.21333333333334, 224.4651810905926], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [59.725109375, 214.51177083333334, 69.98278378248678, 224.06910416666668], 'bbox_mode': 0, 'category_id': 0}]"
1460,train,denver,label_crowdsource,40.30143899416156,-104.50367199999997,"POLYGON ((-104.50483659030854 40.30055081693441, -104.50250740969142 40.30055081693441, -104.50250740969142 40.30232717138872, -104.50483659030854 40.30232717138872, -104.50483659030854 40.30055081693441))","[{'bbox': <POLYGON ((-104.504 40.301, -104.504 40.301, -104.504 40.301, -104.504 40.30...>}, {'bbox': <POLYGON ((-104.504 40.301, -104.504 40.301, -104.504 40.301, -104.504 40.30...>}, {'bbox': <POLYGON ((-104.504 40.301, -104.504 40.301, -104.504 40.301, -104.504 40.30...>}, {'bbox': <POLYGON ((-104.504 40.301, -104.504 40.301, -104.504 40.301, -104.504 40.30...>}, {'bbox': <POLYGON ((-104.504 40.301, -104.504 40.301, -104.504 40.301, -104.504 40.30...>}, {'bbox': <POLYGON ((-104.504 40.301, -104.504 40.301, -104.504 40.301, -104.504 40.30...>}]","[{'bbox': [239.616, 353.28000000000003, 246.784, 359.42400000000004], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [234.496, 330.752, 243.71200000000002, 339.968], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [226.304, 323.584, 235.52, 332.8], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [217.088, 315.392, 226.304, 324.608], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [216.064, 334.848, 225.28, 344.064], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [206.848, 326.656, 216.064, 335.872], 'bbox_mode': 0, 'category_id': 0}]"
1462,train,denver,label_crowdsource,40.30272999416152,-104.4734,"POLYGON ((-104.47456459030856 40.30184183390737, -104.47223540969142 40.30184183390737, -104.47223540969142 40.30361815441568, -104.47456459030856 40.30361815441568, -104.47456459030856 40.30184183390737))",[],[]
1463,train,denver,label_crowdsource,40.30279199416152,-104.78961300000002,"POLYGON ((-104.79077759030856 40.301903834722495, -104.78844840969144 40.301903834722495, -104.78844840969144 40.30368015360054, -104.79077759030856 40.30368015360054, -104.79077759030856 40.301903834722495))",[],[]
1464,train,denver,label_crowdsource,40.30324999416151,-104.48697,"POLYGON ((-104.48813459030856 40.30236184074401, -104.48580540969144 40.30236184074401, -104.48580540969144 40.30413814757901, -104.48813459030856 40.30413814757901, -104.48813459030856 40.30236184074401))",[],[]
1465,train,denver,label_crowdsource,40.3033919941615,-102.46408800000002,"POLYGON ((-102.46525259030858 40.302503842610946, -102.46292340969144 40.302503842610946, -102.46292340969144 40.30428014571205, -102.46525259030858 40.30428014571205, -102.46525259030858 40.302503842610946))",[],[]
1469,train,denver,label_crowdsource,40.304469994161465,-104.48804,"POLYGON ((-104.48920459030856 40.303581856784106, -104.48687540969142 40.303581856784106, -104.48687540969142 40.30535813153883, -104.48920459030856 40.30535813153883, -104.48920459030856 40.303581856784106))","[{'bbox': <POLYGON ((-104.489 40.304, -104.489 40.304, -104.489 40.304, -104.489 40.30...>}, {'bbox': <POLYGON ((-104.489 40.304, -104.489 40.304, -104.489 40.304, -104.489 40.30...>}, {'bbox': <POLYGON ((-104.489 40.304, -104.489 40.304, -104.489 40.304, -104.489 40.30...>}, {'bbox': <POLYGON ((-104.489 40.304, -104.489 40.304, -104.489 40.304, -104.489 40.30...>}, {'bbox': <POLYGON ((-104.489 40.304, -104.489 40.304, -104.489 40.304, -104.489 40.30...>}, {'bbox': <POLYGON ((-104.489 40.304, -104.489 40.304, -104.489 40.304, -104.489 40.30...>}, {'bbox': <POLYGON ((-104.489 40.304, -104.489 40.304, -104.489 40.304, -104.489 40.30...>}, {'bbox': <POLYGON ((-104.489 40.304, -104.489 40.304, -104.489 40.304, -104.489 40.30...>}]","[{'bbox': [44.10966829426534, 373.92653455230766, 54.06252242454779, 383.99525415092785], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [44.155939056634864, 385.70666666666665, 53.93066666666667, 395.94666666666666], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [30.49356063991298, 385.36533333333335, 39.936, 396.29181307390877], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [30.13287216670804, 373.55379570239063, 39.936, 383.8663842309136], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [8.158470195362446, 373.95895499451154, 18.88242905305983, 384.0679573696735], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [8.88514966385715, 385.62265446757857, 18.779016002614945, 395.84393713980216], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [0.0, 373.5673738793437, 5.34702734375, 385.308152496276], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [0.0, 385.36533333333335, 5.12, 396.288], 'bbox_mode': 0, 'category_id': 0}]"
1470,train,denver,label_crowdsource,40.30473199416146,-104.625551,"POLYGON ((-104.62671559030856 40.30384386022883, -104.62438640969143 40.30384386022883, -104.62438640969143 40.305620128094084, -104.62671559030856 40.305620128094084, -104.62671559030856 40.30384386022883))",[],[]
1474,train,denver,label_crowdsource,40.30609699416142,-102.47453,"POLYGON ((-102.47569459030855 40.30520887817591, -102.47336540969143 40.30520887817591, -102.47336540969143 40.306985110146925, -102.47569459030855 40.306985110146925, -102.47569459030855 40.30520887817591))",[],[]
1475,train,denver,label_crowdsource,40.30621999416141,-104.48254,"POLYGON ((-104.48370459030856 40.30533187979314, -104.48137540969144 40.30533187979314, -104.48137540969144 40.307108108529675, -104.48370459030856 40.307108108529675, -104.48370459030856 40.30533187979314))",[],[]
1476,train,denver,label_crowdsource,40.30656499416139,-104.74187100000002,"POLYGON ((-104.74303559030857 40.305676884329294, -104.74070640969144 40.305676884329294, -104.74070640969144 40.30745310399348, -104.74303559030857 40.30745310399348, -104.74303559030857 40.305676884329294))",[],[]
1477,train,denver,label_crowdsource,40.30673099416138,-105.044862,"POLYGON ((-105.04602659030854 40.305842886511925, -105.04369740969143 40.305842886511925, -105.04369740969143 40.30761910181084, -105.04602659030854 40.30761910181084, -105.04602659030854 40.305842886511925))","[{'bbox': <POLYGON ((-105.045 40.307, -105.045 40.307, -105.045 40.307, -105.045 40.30...>}, {'bbox': <POLYGON ((-105.044 40.307, -105.044 40.307, -105.044 40.307, -105.044 40.30...>}, {'bbox': <POLYGON ((-105.044 40.307, -105.044 40.307, -105.044 40.307, -105.044 40.30...>}, {'bbox': <POLYGON ((-105.044 40.307, -105.044 40.307, -105.044 40.307, -105.044 40.30...>}, {'bbox': <POLYGON ((-105.044 40.307, -105.044 40.307, -105.044 40.307, -105.044 40.30...>}, {'bbox': <POLYGON ((-105.044 40.307, -105.044 40.307, -105.044 40.307, -105.044 40.30...>}, {'bbox': <POLYGON ((-105.044 40.307, -105.044 40.307, -105.044 40.307, -105.044 40.30...>}, {'bbox': <POLYGON ((-105.044 40.307, -105.044 40.307, -105.044 40.307, -105.044 40.30...>}, {'bbox': <POLYGON ((-105.044 40.307, -105.044 40.307, -105.044 40.307, -105.044 40.30...>}, {'bbox': <POLYGON ((-105.044 40.307, -105.044 40.307, -105.044 40.307, -105.044 40.30...>}, {'bbox': <POLYGON ((-105.044 40.307, -105.044 40.307, -105.044 40.307, -105.044 40.30...>}]","[{'bbox': [321.8786610509064, 121.40740555775443, 334.1663559017376, 134.13975995037936], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [422.4559310738685, 152.8471029544233, 435.0338435432549, 165.71621116878018], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [439.23238015472515, 153.0315909882284, 451.9253333333333, 165.4986480510681], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [422.45221102322023, 138.28460265529495, 434.95569553005237, 151.03167384232296], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [439.4110822883077, 138.1705822730987, 452.2666666666667, 151.21066666666667], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [439.63733333333334, 123.78321815372205, 452.3256661539549, 136.30931136841244], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [422.6233004127023, 123.26080810048776, 435.2, 136.3670914457412], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [439.69095801306594, 109.00328710558054, 452.26666666666665, 121.87006973091977], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [422.62856970524433, 108.82326863618079, 435.48169105094775, 121.63039307811675], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [422.2850271975305, 94.2544205759931, 435.31617672441115, 106.89494859958782], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [439.57896163255356, 94.26663294716774, 452.27121199128015, 107.17866666666667], 'bbox_mode': 0, 'category_id': 0}]"
1478,train,denver,label_crowdsource,40.3066979941614,-104.70370999999996,"POLYGON ((-104.70487459030855 40.30580988607804, -104.70254540969142 40.30580988607804, -104.70254540969142 40.30758610224474, -104.70487459030855 40.30758610224474, -104.70487459030855 40.30580988607804))",[],[]
1479,train,denver,label_crowdsource,40.30843999416133,-104.51323,"POLYGON ((-104.51439459030856 40.30755190898293, -104.51206540969143 40.30755190898293, -104.51206540969143 40.30932807933973, -104.51439459030856 40.30932807933973, -104.51439459030856 40.30755190898293))",[],[]
1480,train,denver,label_crowdsource,40.30867599416131,-104.63872499999998,"POLYGON ((-104.63988959030856 40.30778791208606, -104.63756040969143 40.30778791208606, -104.63756040969143 40.30956407623657, -104.63988959030856 40.30956407623657, -104.63988959030856 40.30778791208606))","[{'bbox': <POLYGON ((-104.639 40.308, -104.639 40.308, -104.639 40.308, -104.639 40.30...>}]","[{'bbox': [236.88533333333334, 471.04, 246.784, 481.28], 'bbox_mode': 0, 'category_id': 0}]"
1481,train,denver,label_crowdsource,40.30930299416131,-104.999844,"POLYGON ((-105.00100859030856 40.3084149203305, -104.99867940969142 40.3084149203305, -104.99867940969142 40.31019106799211, -105.00100859030856 40.31019106799211, -105.00100859030856 40.3084149203305))","[{'bbox': <POLYGON ((-105 40.31, -105 40.31, -105 40.31, -105 40.31, -105 40.31))>}, {'bbox': <POLYGON ((-105 40.31, -105 40.31, -105 40.31, -105 40.31, -105 40.31))>}, {'bbox': <POLYGON ((-105 40.31, -105 40.31, -105 40.31, -105 40.31, -105 40.31))>}, {'bbox': <POLYGON ((-105 40.31, -105 40.31, -105 40.31, -105 40.31, -105 40.31))>}]","[{'bbox': [243.71200000000002, 97.28, 256.0, 109.568], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [273.408, 98.304, 285.696, 110.592], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [259.072, 98.304, 270.336, 109.568], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [245.76, 80.896, 257.024, 93.184], 'bbox_mode': 0, 'category_id': 0}]"
1482,train,denver,label_crowdsource,40.3092799941613,-104.52238999999996,"POLYGON ((-104.52355459030855 40.30839192002807, -104.52122540969143 40.30839192002807, -104.52122540969143 40.31016806829454, -104.52355459030855 40.31016806829454, -104.52355459030855 40.30839192002807))",[],[]
