line_id,kind,parent_id,seg_idx,block_id,split,mid_x,mid_y,length_m
road_146_5,road,146,5,,unused,698876.9043240885,4650626.786564907,39.333818457333535
road_146_6,road,146,6,,unused,698914.9403758682,4650618.957917168,39.264567013646776
road_146_7,road,146,7,,unused,698947.983297515,4650598.1501693595,39.331617163100425
road_146_8,road,146,8,,unused,698972.1263041461,4650567.5775422985,39.32933299508467
road_147_0,road,147,0,,unused,698752.0078696301,4650620.61752829,27.06723448846071
road_147_1,road,147,1,,unused,698724.978262387,4650625.32543223,28.013179381472725
road_148_0,road,148,0,,unused,698621.2035103266,4650499.5988484565,34.22064640408332
road_148_1,road,148,1,,unused,698652.5087497683,4650502.744514869,33.95765719652332
road_148_2,road,148,2,,unused,698677.0500620337,4650525.8588939775,33.713916770188966
road_148_3,road,148,3,,unused,698700.4800666213,4650550.172160799,34.152558592234605
road_148_4,road,148,4,,unused,698724.589675825,4650574.247685938,34.100085150389276
road_148_5,road,148,5,,unused,698747.5576597537,4650599.2661235295,34.23595589843265
road_149_0,road,149,0,,unused,698515.3578902168,4650523.856297328,39.04028214017293
road_149_1,road,149,1,,unused,698550.0656867848,4650540.3262189645,39.04119964131815
road_150_0,road,150,0,,unused,698695.21433336,4650637.61068938,36.544069164254886
road_150_1,road,150,1,,unused,698671.484781443,4650663.721635563,36.61040676568481
road_150_2,road,150,2,,unused,698664.0871675607,4650699.367982269,36.73462178914783
road_150_3,road,150,3,,unused,698669.2023271553,4650735.318048427,36.740837635649555
road_150_4,road,150,4,,unused,698667.286534799,4650771.419020461,36.66211811047424
road_150_5,road,150,5,,unused,698659.7148486698,4650807.231618514,36.651493807950054
road_151_0,road,151,0,,unused,698444.8524681869,4651233.487082246,36.75995466490175
road_151_1,road,151,1,,unused,698480.8038459716,4651240.617081773,36.636212721403176
road_151_2,road,151,2,,unused,698515.9997236495,4651250.253642638,36.58593902913603
road_151_3,road,151,3,,unused,698552.4761945298,4651252.962537235,36.680768937908205
road_151_4,road,151,4,,unused,698588.6469026636,4651248.409418666,36.609187490738954
road_151_5,road,151,5,,unused,698624.409485216,4651241.359745041,36.546199926825444
road_151_6,road,151,6,,unused,698660.2825538345,4651235.802388075,36.610016238582
road_151_7,road,151,7,,unused,698696.9235228333,4651236.414269268,36.715398508492285
road_151_8,road,151,8,,unused,698733.4245874175,4651234.045026338,36.61670755894532
road_151_9,road,151,9,,unused,698769.9821724491,4651232.5042056255,36.61905558628359
road_152_0,road,152,0,,unused,698758.9324604744,4651147.354619101,38.15621570504212
road_152_1,road,152,1,,unused,698796.9630740074,4651150.12125506,38.26988130781634
road_152_2,road,152,2,,unused,698835.1811507726,4651152.01952715,38.388312625384664
road_152_3,road,152,3,,unused,698873.181247743,4651150.961024212,37.77558341742194
road_152_4,road,152,4,,unused,698884.7836058447,4651127.071743524,38.282279773871046
road_152_5,road,152,5,,unused,698857.118194188,4651105.36759878,38.17806186650988
road_152_6,road,152,6,,unused,698821.2546088346,4651092.629974856,38.25196251616566
road_152_7,road,152,7,,unused,698785.6005489966,4651079.1402861085,38.205949249242494
road_152_8,road,152,8,,unused,698748.9776286073,4651068.704950487,38.17545003860461
road_152_9,road,152,9,,unused,698712.7003141346,4651057.03712051,38.27191708439451
road_153_0,road,153,0,,unused,698676.0961175831,4651058.082459969,35.3514677992515
road_153_1,road,153,1,,unused,698641.3517423447,4651064.650043216,35.51881989882711
road_153_2,road,153,2,,unused,698607.6206088595,4651075.587997016,35.4489090779708
road_153_3,road,153,3,,unused,698573.6357174047,4651085.210293028,35.46696199941031
road_154_0,road,154,0,,unused,698399.4119486193,4651063.959385399,34.737692620310085
road_154_1,road,154,1,,unused,698433.4247407918,4651070.216647096,34.50216722208481
road_154_2,road,154,2,,unused,698467.1272094017,4651077.652441163,34.55958565615529
road_154_3,road,154,3,,unused,698500.4205081614,4651087.040618676,34.70663570775386
road_154_4,road,154,4,,unused,698534.6404841937,4651091.292116949,34.633503583536736
road_155_0,road,155,0,,unused,698412.0250389262,4650964.920305819,36.533028398090785
road_156_0,road,156,0,,unused,698448.5983279188,4650959.571484163,38.141516268353556
road_156_1,road,156,1,,unused,698485.2545812166,4650950.780671756,38.09867079155404
road_156_2,road,156,2,,unused,698520.7900966052,4650937.448118335,38.06895909110512
road_156_3,road,156,3,,unused,698555.4111889633,4650922.2070491165,37.90698262012455
road_156_4,road,156,4,,unused,698584.8187969268,4650898.59834428,37.820691704019865
road_156_5,road,156,5,,unused,698614.0813501797,4650874.6121602375,37.98420128635228
road_156_6,road,156,6,,unused,698644.1984468951,4650852.020315798,38.12883256417943
road_157_0,road,157,0,,unused,698681.5483327865,4650675.453825788,37.51711074857822
road_157_1,road,157,1,,unused,698708.3698784184,4650701.072087117,37.313490028019146
road_157_2,road,157,2,,unused,698741.4463371042,4650718.406776407,37.55506747530126
road_157_3,road,157,3,,unused,698763.6401837901,4650747.725754245,37.57596048253007
road_157_4,road,157,4,,unused,698786.2025076357,4650777.523337235,37.401018086405216
road_157_5,road,157,5,,unused,698817.1424544177,4650789.868955669,37.55023148297273
road_157_6,road,157,6,,unused,698852.6136063848,4650798.343521146,37.57318651047955
road_157_7,road,157,7,,unused,698879.7377016116,4650824.069112819,37.614567378698204
road_158_0,road,158,0,,unused,698493.027013358,4650676.093334894,35.05683458573201
road_158_1,road,158,1,,unused,698523.3597983229,4650693.46393829,34.97732736790119
road_158_2,road,158,2,,unused,698556.0148750446,4650705.553596281,34.98121268246564
road_158_3,road,158,3,,unused,698586.9312121571,4650716.343823384,30.591177544286644
road_159_0,road,159,0,,unused,698643.9989501424,4650839.022933971,35.51331287608825
road_159_1,road,159,1,,unused,698622.3190427584,4650861.970442394,27.910686069078128
road_160_0,road,160,0,,unused,698705.6245416128,4650949.061333278,33.646141029379024
road_160_1,road,160,1,,unused,698739.5359543046,4650950.725668922,34.31815504641214
road_160_2,road,160,2,,unused,698773.4225273029,4650955.123157373,34.14423052065137
road_160_3,road,160,3,,unused,698806.916837809,4650961.272839024,34.22096088518298
road_160_4,road,160,4,,unused,698839.7698544087,4650969.469507702,34.306444112281405
road_160_5,road,160,5,,unused,698869.9041502663,4650985.6861066045,34.190645286700935
road_160_6,road,160,6,,unused,698897.243929292,4651005.667224806,34.19008724512668
road_161_0,road,161,0,,unused,698804.3952207669,4651246.5909653725,38.93099621012208
road_161_1,road,161,1,,unused,698825.4342910754,4651279.06604405,38.96742757111458
road_161_2,road,161,2,,unused,698855.9157050087,4651302.953620077,38.973808044308385
road_162_0,road,162,0,,unused,698782.989399002,4651322.0173564525,38.04248055622309
road_162_1,road,162,1,,unused,698807.5709115359,4651292.962615216,38.24426542445696
road_163_0,road,163,0,,unused,698699.7224773056,4650922.598949835,38.314682541646945
road_163_1,road,163,1,,unused,698717.6775115671,4650888.961173761,38.47864612798506
road_163_2,road,163,2,,unused,698748.4868051705,4650867.6068226155,38.455679182106564
road_163_3,road,163,3,,unused,698778.5199870393,4650843.891338768,38.4748598408312
road_163_4,road,163,4,,unused,698791.1019753683,4650808.559436098,38.521740167003784
road_164_0,road,164,0,,unused,698755.7927727058,4650876.1700652875,30.157102870849773
road_164_1,road,164,1,,unused,698754.1738053084,4650906.631826433,30.9337708993004
road_164_2,road,164,2,,unused,698761.6252333968,4650891.4426580835,30.19596928735606
road_165_0,road,165,0,,unused,698734.9929159479,4650731.439945523,32.76963866431446
road_165_1,road,165,1,,unused,698716.9779074223,4650757.810059525,35.571641335741745
road_165_2,road,165,2,,unused,698714.4086985976,4650793.246967053,35.56887062232067
road_165_3,road,165,3,,unused,698692.1600517574,4650817.984370755,35.4110488638554
road_165_4,road,165,4,,unused,698667.4978810516,4650814.290130064,33.31103023999032
road_166_0,road,166,0,,unused,698447.4456644062,4650453.898178318,35.31143095676576
road_166_1,road,166,1,,unused,698481.218453404,4650443.786198324,35.45901791352026
road_166_2,road,166,2,,unused,698514.7906929286,4650432.988921286,35.176476150203754
road_166_3,road,166,3,,unused,698548.826267892,4650427.297067179,35.15570274847434
road_166_4,road,166,4,,unused,698561.4462883117,4650459.441664111,35.436434657927606
road_166_5,road,166,5,,unused,698585.9301461116,4650477.834568622,35.450382610896725
road_167_0,road,167,0,,unused,698521.3201350917,4650399.656798818,20.798491394626396
road_167_1,road,167,1,,unused,698535.7602999385,4650384.8350458145,20.810334750341042
road_168_0,road,168,0,,unused,698438.1083226338,4651218.376849705,36.60227824510521
road_168_1,road,168,1,,unused,698464.3754879058,4651193.226292594,36.567454341664316
road_169_0,road,169,0,,unused,698959.6690733493,4651207.56498015,35.58043309401272
road_169_1,road,169,1,,unused,698957.6103000724,4651242.431197038,35.52731720518131
road_169_2,road,169,2,,unused,698969.1393959278,4651275.557926099,35.537754807256526
road_169_3,road,169,3,,unused,698977.2329313742,4651309.942700673,35.56828394779817
road_169_4,road,169,4,,unused,698976.0458496786,4651345.329848288,35.58936314449319
road_169_5,road,169,5,,unused,698976.9165935651,4651380.42545014,35.528951535537075
road_170_0,road,170,0,,unused,698419.9273433967,4651250.45194836,37.343777377747486
road_170_1,road,170,1,,unused,698435.6487086446,4651283.527244955,37.44081704048305
road_170_2,road,170,2,,unused,698463.4690111892,4651307.250584081,37.47308502957099
road_170_3,road,170,3,,unused,698500.0434670774,4651314.423454837,37.28632537585121
road_170_4,road,170,4,,unused,698536.3800587574,4651322.581072355,37.35336449548789
road_170_5,road,170,5,,unused,698573.4215174366,4651326.833824836,37.49711344310218
road_170_6,road,170,6,,unused,698610.894111151,4651328.414451212,37.552330502256524
road_171_0,road,171,0,,unused,698227.233048099,4651052.709153269,29.533117835196492
road_171_1,road,171,1,,unused,698256.0381244874,4651046.202965772,29.616185407515992
road_172_0,road,172,0,,unused,699314.9414540952,4650640.522432647,38.31922138741218
road_172_1,road,172,1,,unused,699342.0446381808,4650613.556303614,38.255500235636525
road_172_2,road,172,2,,unused,699373.4620647801,4650591.7451246735,38.3474547353986
road_172_3,road,172,3,,unused,699406.3519731674,4650572.179674304,38.22252900550815
road_172_4,road,172,4,,unused,699440.9101391749,4650556.232166074,38.43639528047231
road_172_5,road,172,5,,unused,699478.5093969669,4650549.302504586,38.28264433849671
road_172_6,road,172,6,,unused,699515.2593453758,4650539.370142496,38.391955107406304
road_173_0,road,173,0,,unused,698363.1943659593,4650878.164403312,37.69014371878666
road_173_1,road,173,1,,unused,698390.50153479,4650858.886644334,36.727957296383465
road_173_2,road,173,2,,unused,698409.8901519454,4650828.398850481,36.23779894054769
road_173_3,road,173,3,,unused,698437.3030368722,4650808.583880474,35.08933014317237
road_173_4,road,173,4,,unused,698461.7716554396,4650783.413608821,35.180673202689576
road_173_5,road,173,5,,unused,698490.6227215728,4650763.239650154,35.681098573698385
road_173_6,road,173,6,,unused,698524.3078665441,4650750.43538951,36.743045559794
road_174_0,road,174,0,,unused,698491.2389083588,4650746.595908792,33.77367818936505
road_175_0,road,175,0,,unused,698356.3519281205,4650770.759165074,35.60351191095371
road_175_1,road,175,1,,unused,698388.6434745739,4650784.442603225,35.447154843915584
road_175_2,road,175,2,,unused,698419.3259806709,4650802.230421782,35.70227380229252
road_176_0,road,176,0,,unused,698357.2567225343,4650784.913715083,28.10507547828241
road_176_1,road,176,1,,unused,698375.3772735931,4650806.237342331,28.256547740167687
road_176_2,road,176,2,,unused,698395.6321405397,4650824.25845793,26.961918283653485
road_177_0,road,177,0,,unused,698331.5484328731,4650885.8042725595,29.929159703510308
road_177_1,road,177,1,,unused,698301.8634056887,4650889.489375667,30.17745252391536
road_177_2,road,177,2,,unused,698273.0635293673,4650883.164630902,30.248073859879323
road_177_3,road,177,3,,unused,698244.5763484358,4650873.2229067935,30.21579683244711
road_178_0,road,178,0,,unused,698768.9840148921,4650904.682042836,34.37981496830586
road_178_1,road,178,1,,unused,698799.6828728635,4650889.159968795,34.45707772190825
road_178_2,road,178,2,,unused,698829.8399385626,4650872.917066252,34.22500770642846
road_178_3,road,178,3,,unused,698859.9223950041,4650856.724668547,34.21165690081686
road_178_4,road,178,4,,unused,698887.8966787861,4650838.686301069,32.84624936085778
road_178_5,road,178,5,,unused,698918.8013329395,4650825.974796372,34.3823727689602
road_178_6,road,178,6,,unused,698948.4026900314,4650808.944332301,34.33881451317467
road_179_0,road,179,0,,unused,698979.1586864035,4650794.507340212,33.99924717064389
road_179_1,road,179,1,,unused,699009.4401033587,4650779.377092414,34.08207630992028
road_179_2,road,179,2,,unused,699033.5819844287,4650755.7788098585,33.97848792506348
road_179_3,road,179,3,,unused,699056.4260323758,4650730.7732326025,34.08866608442904
road_179_4,road,179,4,,unused,699077.2197474532,4650703.937838265,34.025199379399766
road_179_5,road,179,5,,unused,699096.6262966339,4650676.2209479725,34.11841130884727
road_180_0,road,180,0,,unused,699118.5622921578,4650650.279954723,33.95118952461143
road_180_1,road,180,1,,unused,699140.8195205331,4650624.788119837,33.84785722003311
road_180_2,road,180,2,,unused,699163.7004618257,4650600.0460948795,33.69824944782032
road_180_3,road,180,3,,unused,699184.6285037104,4650573.754493638,33.92644786547253
road_180_4,road,180,4,,unused,699206.0114932779,4650547.700939098,33.908589376128745
road_180_5,road,180,5,,unused,699224.4045992568,4650519.519608007,33.81116570107989
road_181_0,road,181,0,,unused,699347.7635885805,4650565.596912722,24.89228715078116
road_181_1,road,181,1,,unused,699355.4611850297,4650588.460669778,24.721311279924887
road_182_0,road,182,0,,unused,699377.41315753,4650492.776457277,27.664109029634016
road_182_1,road,182,1,,unused,699369.631982209,4650519.259878309,27.69626610687821
road_182_2,road,182,2,,unused,699359.6621035441,4650544.878811589,27.553886515843274
road_183_0,road,183,0,,unused,699329.0910657109,4650513.425970815,31.013204512250482
road_183_1,road,183,1,,unused,699337.4601618308,4650543.007463985,30.913815614606904
road_184_0,road,184,0,,unused,699247.9710690523,4650578.563548428,35.12854297840068
road_184_1,road,184,1,,unused,699268.458594561,4650550.448492769,35.02011934019824
road_184_2,road,184,2,,unused,699291.1789851887,4650523.844817114,35.09800919159863
road_184_3,road,184,3,,unused,699316.6921310751,4650501.227938618,33.468185343684375
road_185_0,road,185,0,,unused,699171.065795085,4650616.620095342,34.28436828236194
road_185_1,road,185,1,,unused,699170.8070748223,4650650.487642386,34.40025766305779
road_185_2,road,185,2,,unused,699177.3475736997,4650684.204452433,34.41455055124849
road_185_3,road,185,3,,unused,699189.8921590344,4650716.144374341,34.379108818576434
road_185_4,road,185,4,,unused,699192.2539651841,4650750.205263462,34.38902439542005
road_186_0,road,186,0,,unused,699284.4960737674,4650659.885002143,35.90422265921181
road_186_1,road,186,1,,unused,699256.3881685901,4650681.459588581,36.11377843927265
road_186_2,road,186,2,,unused,699231.6983851652,4650707.66915962,36.112750671477
road_186_3,road,186,3,,unused,699208.4276623889,4650734.123119984,36.10654922281141
road_187_0,road,187,0,,unused,698721.0985598008,4650644.572409741,39.04401071851895
road_187_1,road,187,1,,unused,698756.2208939232,4650661.554518744,39.07523031261069
road_187_2,road,187,2,,unused,698790.9999758392,4650679.318753714,39.09876262920942
road_187_3,road,187,3,,unused,698824.6478784997,4650699.130184699,39.02185560486359
road_187_4,road,187,4,,unused,698857.6775112096,4650719.777124833,38.9941656401523
road_187_5,road,187,5,,unused,698886.5091727542,4650745.947470868,38.99425702882896
road_187_6,road,187,6,,unused,698918.6569414235,4650768.070135423,39.12420007410592
road_187_7,road,187,7,,unused,698947.566296437,4650790.1337990565,34.487729709650054
road_188_0,road,188,0,43.0,train,622196.548724146,4594468.859490144,33.363345230041226
road_188_1,road,188,1,43.0,train,622185.8364378676,4594435.975389124,35.96681645406744
road_188_2,road,188,2,43.0,train,622197.3586550057,4594406.120065178,33.33119180641499
road_188_3,road,188,3,43.0,train,622215.8475470395,4594380.638369067,35.34277572470489
road_188_4,road,188,4,43.0,train,622208.6701486142,4594345.764410677,36.04594323570949
road_188_5,road,188,5,43.0,train,622201.7217294776,4594310.789667893,35.34270295094344
road_188_6,road,188,6,43.0,train,622178.7150218376,4594295.067249697,33.6758440515518
road_188_7,road,188,7,43.0,train,622157.7551202871,4594320.89070001,35.27395290283151
road_188_8,road,188,8,43.0,train,622152.6758311879,4594355.92246766,35.82332142272102
road_188_9,road,188,9,43.0,train,622131.9975374183,4594383.48070235,33.772477802671155
road_189_0,road,189,0,43.0,train,622150.9306884453,4594284.042150331,26.157124997220407
road_189_1,road,189,1,43.0,train,622177.2042344101,4594283.0593967745,26.640271550215026
road_189_2,road,189,2,43.0,train,622199.084969497,4594293.905857781,25.2968079270882
road_190_0,road,190,0,43.0,train,622200.8606563401,4594306.74155207,1.2052088328389288
road_191_0,road,191,0,43.0,train,622215.8944090377,4594486.731195926,22.132639185259265
road_191_1,road,191,1,43.0,train,622234.4518653807,4594498.412155104,22.153809702409067
road_192_0,road,192,0,43.0,train,622163.5997742605,4594495.9209378045,32.72398565623273
road_192_1,road,192,1,43.0,train,622195.5513009806,4594491.291112003,32.03658207855277
road_193_0,road,193,0,75.0,train,620752.1210194798,4595395.60270727,36.06302898140713
road_193_1,road,193,1,75.0,train,620722.1327862105,4595375.638458046,36.065617547229735
road_193_2,road,193,2,75.0,train,620695.888079169,4595351.14595068,36.023172305534665
road_193_3,road,193,3,75.0,train,620700.8994684992,4595317.256829633,36.09952775694747
road_193_4,road,193,4,75.0,train,620720.1853333829,4595286.794113811,36.12155066782024
road_193_5,road,193,5,75.0,train,620752.7539141058,4595272.058757554,36.055327395974814
road_193_6,road,193,6,75.0,train,620788.6092237952,4595269.227639691,36.13210435619426
road_193_7,road,193,7,75.0,train,620824.2277756087,4595273.960205885,36.112010730519394
road_193_8,road,193,8,75.0,train,620859.6263468625,4595280.869074454,36.11986310558123
road_194_0,road,194,0,75.0,train,620783.1437509387,4595413.804820251,37.28211804964011
road_194_1,road,194,1,75.0,train,620793.8187668615,4595448.645659812,37.448474416521385
road_194_2,road,194,2,75.0,train,620782.5521967612,4595483.933735073,37.47040374638653
road_194_3,road,194,3,75.0,train,620765.4372738329,4595517.244931276,37.46150024258286
road_195_0,road,195,0,75.0,train,620747.9306306709,4595550.168752925,37.29375391310084
road_195_1,road,195,1,75.0,train,620726.8218925223,4595580.886224361,37.34298285752308
road_195_2,road,195,2,75.0,train,620701.4930379598,4595608.244857655,37.32392241147045
road_195_3,road,195,3,87.0,train,620672.5050808484,4595631.613146903,37.319772411220924
road_196_0,road,196,0,87.0,train,620642.338762686,4595651.331656608,35.469741955448235
road_196_1,road,196,1,86.0,train,620611.1932894863,4595668.1260071555,35.46958209904151
road_196_2,road,196,2,86.0,train,620579.1960650567,4595683.131693416,35.41571282602977
road_196_3,road,196,3,86.0,train,620545.2392075523,4595691.793902453,35.48539850384345
road_196_4,road,196,4,86.0,train,620510.1769596532,4595692.453993853,35.420652903876274
road_196_5,road,196,5,86.0,train,620480.1733632686,4595673.877235924,35.4847839226871
road_196_6,road,196,6,86.0,train,620451.3699200614,4595653.265045981,35.444702599968466
road_197_0,road,197,0,87.0,train,620742.3169712409,4595671.31578859,38.021866881302515
road_197_1,road,197,1,87.0,train,620710.2944353861,4595691.5567722125,37.99773513844175
road_197_2,road,197,2,87.0,train,620679.2473158437,4595713.306390854,38.007232969121496
road_197_3,road,197,3,87.0,train,620642.104453764,4595716.775975765,38.032837212878476
road_197_4,road,197,4,86.0,train,620605.0943397196,4595708.276045222,38.03236535898781
road_198_0,road,198,0,86.0,train,620571.5970518747,4595702.46154818,30.088441597504932
road_198_1,road,198,1,86.0,train,620542.3871947738,4595697.912376194,29.182562638885535
road_199_0,road,199,0,74.0,train,620394.5946149254,4595611.825055277,34.96945036150158
road_199_1,road,199,1,86.0,train,620422.4558772253,4595633.09618806,35.22197792429796
road_200_0,road,200,0,51.0,train,620983.2536381282,4594596.720880787,37.915695032073934
road_200_1,road,200,1,51.0,train,620945.4685001352,4594599.396025048,37.90224380458009
road_200_2,road,200,2,51.0,train,620907.679686255,4594596.628053734,37.92708711229828
road_200_3,road,200,3,51.0,train,620870.0323181432,4594599.464962419,37.91492799501009
road_200_4,road,200,4,51.0,train,620833.4055382833,4594608.800093091,37.90841733927963
road_200_5,road,200,5,51.0,train,620799.5099662712,4594625.355597057,37.93167649011994
road_200_6,road,200,6,51.0,train,620764.5525201026,4594639.00159608,37.92260718353347
road_201_0,road,201,0,40.0,train,621116.6816903421,4594481.850971414,39.64268405831822
road_201_1,road,201,1,40.0,train,621132.7147324838,4594445.703469365,39.676083480622204
road_201_2,road,201,2,40.0,train,621144.2856850851,4594407.836118379,39.650799699799286
road_201_3,road,201,3,40.0,train,621155.7430701291,4594370.074957433,39.67073586536283
road_201_4,road,201,4,40.0,train,621179.412225222,4594339.14037841,39.61928237360856
road_201_5,road,201,5,40.0,train,621207.1267287455,4594310.945164602,39.560595074622796
road_201_6,road,201,6,40.0,train,621245.6537466706,4594303.302995839,39.65945811645072
road_201_7,road,201,7,40.0,train,621281.1061681014,4594285.864890106,39.642544791528735
road_202_0,road,202,0,41.0,val,621496.2879339396,4594466.555415446,39.758979835015154
road_202_1,road,202,1,41.0,val,621460.3207299544,4594481.8096261965,39.72392332224271
road_202_2,road,202,2,41.0,val,621422.3961986835,4594492.735994131,39.753938776860494
road_202_3,road,202,3,41.0,val,621383.5304663745,4594491.263473591,39.73917223877246
road_202_4,road,202,4,40.0,train,621358.2427957722,4594462.3664012365,39.763576292714205
road_202_5,road,202,5,40.0,train,621340.21881961,4594427.929285284,39.65119190510104
road_202_6,road,202,6,40.0,train,621303.1347355522,4594416.113781221,39.71503831095883
road_203_0,road,203,0,41.0,val,621601.5360106283,4594482.516507158,38.91099647684419
road_203_1,road,203,1,41.0,val,621618.4012203887,4594447.519581716,38.87114894322494
road_203_2,road,203,2,41.0,val,621639.8166153912,4594415.261422436,38.90305830629018
road_203_3,road,203,3,41.0,val,621665.3835795999,4594386.048683341,38.90564302408344
road_203_4,road,203,4,41.0,val,621692.2496529388,4594357.987656407,38.909195223442914
road_203_5,road,203,5,41.0,val,621716.8397141175,4594327.876191202,38.907680268304475
road_203_6,road,203,6,41.0,val,621743.0931935798,4594299.197885835,38.91511628427276
road_203_7,road,203,7,42.0,test,621769.3446322201,4594270.522240571,38.897586854406924
road_203_8,road,203,8,42.0,test,621797.7282417228,4594243.9550589835,38.91783857079896
road_203_9,road,203,9,42.0,test,621827.0784185266,4594218.464976927,38.89191121206281
road_203_10,road,203,10,42.0,test,621855.3846424774,4594191.987333027,38.9118205779538
road_203_11,road,203,11,42.0,test,621882.6511871606,4594164.355149907,38.899959635871674
road_204_0,road,204,0,42.0,test,621907.7855314738,4594136.933848225,36.34933606281031
road_204_1,road,204,1,30.0,unused,621927.6127619428,4594106.5003623115,36.40009756331385
road_204_2,road,204,2,30.0,unused,621944.4044405379,4594074.212405908,36.40873281086253
road_204_3,road,204,3,30.0,unused,621961.7604179672,4594042.554303223,35.88548788117741
road_204_4,road,204,4,30.0,unused,621985.7914529837,4594047.98396929,36.21762855534029
road_204_5,road,204,5,30.0,unused,621991.1963779067,4594083.419472416,36.35766007219884
road_204_6,road,204,6,30.0,unused,621980.6515413537,4594117.9039888,36.42100670703295
road_204_7,road,204,7,42.0,test,621968.5960010764,4594152.135113906,36.41066369099719
road_204_8,road,204,8,42.0,test,621961.4676137555,4594187.816969649,36.41787190002436
road_205_0,road,205,0,51.0,train,620802.9194893679,4594638.651596865,37.52767293342189
road_205_1,road,205,1,51.0,train,620838.6895857118,4594649.20727157,38.271832747118495
road_205_2,road,205,2,51.0,train,620871.830144919,4594668.080666952,38.24780884629107
road_205_3,road,205,3,51.0,train,620904.3354676028,4594688.156894562,38.272762457886046
road_205_4,road,205,4,51.0,train,620935.6123018318,4594710.174484465,38.27002568148688
road_205_5,road,205,5,51.0,train,620963.0336965412,4594736.67740057,38.253934570360116
road_205_6,road,205,6,51.0,train,620983.7566547807,4594768.4488407485,38.04549774798086
road_206_0,road,206,0,51.0,train,620983.8743992106,4594661.472987991,35.057078182583695
road_206_1,road,206,1,51.0,train,620949.3697081213,4594660.755508406,35.04970885245867
road_206_2,road,206,2,51.0,train,620921.159792969,4594680.748465612,35.065686496716395
road_207_0,road,207,0,51.0,train,620774.6641221447,4594733.660454435,39.8584941896717
road_207_1,road,207,1,51.0,train,620784.6704965316,4594695.362921477,39.83709862510499
road_207_2,road,207,2,51.0,train,620798.6322117939,4594658.194896723,39.856440400480786
road_208_0,road,208,0,51.0,train,620747.2645314931,4594798.432616184,35.220947049999594
road_208_1,road,208,1,51.0,train,620765.9395698635,4594769.925943452,35.44044475155055
road_209_0,road,209,0,51.0,train,620746.7392089312,4594814.128491915,36.35572652664367
road_209_1,road,209,1,51.0,train,620778.8936506392,4594831.71128422,37.1180491437835
road_209_2,road,209,2,51.0,train,620807.8039176833,4594854.675663508,37.15901420273455
road_209_3,road,209,3,63.0,train,620817.3501208128,4594889.312060985,37.15573754659619
road_209_4,road,209,4,63.0,train,620816.0063143898,4594926.242160041,37.18309880268482
road_209_5,road,209,5,63.0,train,620812.9790660273,4594963.286477826,37.19329169759041
road_209_6,road,209,6,63.0,train,620808.4392347471,4595000.193400218,37.19251661004155
road_210_0,road,210,0,63.0,train,620802.3916027009,4595032.819275505,29.673815298684065
road_211_0,road,211,0,63.0,train,620676.5410857004,4594896.248396352,32.109099041837446
road_211_1,road,211,1,51.0,train,620682.3595331819,4594864.679097779,32.10277981180953
road_211_2,road,211,2,51.0,train,620693.2440338845,4594835.100629114,32.08224550425364
road_211_3,road,211,3,51.0,train,620718.8885650467,4594816.071060276,32.09909114520205
road_212_0,road,212,0,63.0,train,620660.554653615,4594923.372344452,32.82211246324928
road_212_1,road,212,1,63.0,train,620636.6408821294,4594945.764629848,32.88575966053988
road_212_2,road,212,2,62.0,train,620620.2465572656,4594974.205185964,32.87757795562319
road_212_3,road,212,3,62.0,train,620602.4172264987,4595001.691058298,32.897857229091834
road_213_0,road,213,0,62.0,train,620591.8601411239,4594994.0246528555,35.75860004108595
road_213_1,road,213,1,62.0,train,620591.9318776649,4594958.448374233,36.36195912967236
road_213_2,road,213,2,62.0,train,620578.6009833565,4594924.676010801,36.416445907887486
road_213_3,road,213,3,62.0,train,620550.7248719865,4594907.307657249,36.28171309205746
road_213_4,road,213,4,62.0,train,620514.7300994081,4594909.20598385,36.39147261393787
road_213_5,road,213,5,62.0,train,620478.5920932497,4594913.085534396,36.4080499690619
road_213_6,road,213,6,62.0,train,620442.3421224274,4594913.64942204,36.38773277226527
road_214_0,road,214,0,40.0,train,621309.2544542715,4594259.259762557,38.93571118652872
road_214_1,road,214,1,40.0,train,621336.09891141,4594231.540722294,38.863617412043816
road_214_2,road,214,2,40.0,train,621373.8160076855,4594228.18854068,38.860176698990685
road_214_3,road,214,3,41.0,val,621407.0493212991,4594247.734088251,38.914418590812694
road_214_4,road,214,4,41.0,val,621436.4333730529,4594273.15764888,38.89908010845753
road_215_0,road,215,0,41.0,val,621470.4936293815,4594288.13612776,36.15320858502333
road_215_1,road,215,1,41.0,val,621506.0254363456,4594284.580116393,36.199944516124994
road_215_2,road,215,2,41.0,val,621539.469280078,4594271.109145554,36.16601951933397
road_215_3,road,215,3,41.0,val,621566.5946847469,4594247.542218008,36.18624842297832
road_216_0,road,216,0,41.0,val,621582.1339145731,4594252.533451247,30.019721946501157
road_216_1,road,216,1,41.0,val,621574.9862183421,4594281.608843147,30.038087484024842
road_216_2,road,216,2,41.0,val,621568.6790090405,4594310.913734477,30.029838987846375
road_216_3,road,216,3,41.0,val,621574.445521688,4594340.196294934,30.03551779098295
road_217_0,road,217,0,41.0,val,621596.4224820922,4594226.161899576,37.45018143650061
road_217_1,road,217,1,41.0,val,621616.0462406483,4594194.613107646,37.44679299816611
road_217_2,road,217,2,41.0,val,621633.3207983084,4594162.220628788,37.42835330469401
