plat_id,block_id,split,centroid_x,centroid_y,area_m2
453,,unused,699926.2553200349,4647171.500515705,491.90368655697534
454,,unused,699892.1502522643,4647148.70972053,308.8893403398143
455,,unused,699740.6590141596,4647226.091049703,1235.1383785282937
456,,unused,699726.0351799016,4647137.150617342,777.9168708670642
457,,unused,699478.2529756974,4647024.277708655,738.4203903971699
458,,unused,699920.1361746906,4646990.223850295,928.0997445213477
459,,unused,699876.2904845974,4646834.479300952,934.6450505155777
460,,unused,700039.3350408328,4647391.45110415,851.1319263955694
461,,unused,699594.5503017207,4648135.4626800325,608.4209567966614
462,,unused,699814.3219449929,4648050.407987299,958.1160129585099
463,,unused,700026.523085354,4647837.918822272,738.1156569017697
464,,unused,700070.8146685706,4647793.320768406,650.6264467876774
465,,unused,699603.3983480412,4647932.661921716,953.7706721628402
466,,unused,699744.4742353224,4648281.439293247,1077.1615419937268
467,,unused,699454.0107796682,4648631.778459757,801.7326776313151
468,,unused,699879.1740833288,4647789.280491259,756.4090127100685
469,,unused,699360.2609395586,4648092.670229683,700.8246766977576
470,101.0,unused,621497.6697157249,4596094.152301021,1857.1240590023813
471,101.0,unused,621524.6941379551,4596190.72470997,1358.315248628079
472,102.0,train,621813.2746609168,4596095.768169425,2852.0125266987957
473,102.0,train,621931.0504788014,4596084.47575032,1623.897469742489
474,102.0,train,621950.9704958202,4596208.486925929,1405.5168740035303
475,102.0,train,622074.0122795521,4596206.69116927,1394.2758014109393
476,103.0,val,622193.5450946208,4596206.87631786,1902.6154544968983
477,103.0,val,622325.1643631646,4596354.944065542,1665.1122463865572
478,103.0,val,622456.7088215974,4596321.493172375,1287.9528122714403
479,103.0,val,622440.1986905158,4596223.199832695,2058.1619473491814
480,103.0,val,622321.4317224006,4596207.947518819,1730.2298099713103
481,103.0,val,622333.5189135382,4596095.438812029,1545.7699479718729
482,104.0,train,622582.8156846538,4596067.22260568,1400.7601516236684
483,104.0,train,622589.0018216437,4596192.263290095,1453.1071739850408
484,104.0,train,622717.1664473781,4596065.371234476,1645.3070077574068
485,92.0,train,622705.8007965324,4595975.048087197,1048.97159840549
486,92.0,train,622585.5185074141,4595944.882339442,1512.5264922865967
487,91.0,train,622447.3266490545,4595705.97113678,1474.0761681231736
488,92.0,train,622569.2452536288,4595706.51212105,1067.036337934753
489,92.0,train,622731.9184368413,4595835.432164542,1561.0583714220274
490,92.0,train,622732.9394727809,4595720.837698986,463.9698091767069
491,92.0,train,622826.3576446595,4595706.494885041,1797.9117528877757
492,81.0,test,622876.4424602932,4595585.840995774,3175.172091371426
493,93.0,train,622950.3872598074,4595683.960687715,792.6916820184368
494,93.0,train,622969.1060708215,4595823.6282662675,2043.3874841750276
495,93.0,train,623066.694816027,4595725.727996491,1029.5123657306465
496,93.0,train,623052.097881477,4595853.596490996,907.1465695656369
497,93.0,train,623065.5576646623,4595929.394281347,1345.5963883783577
498,92.0,train,622827.9452576179,4595951.47828298,1601.358145534156
499,104.0,train,622840.3556810073,4596098.292564841,781.2489803520816
500,105.0,val,622953.0634354341,4596063.810518203,1185.6787687481926
501,105.0,val,623066.8939749099,4596063.833284531,561.4830291581517
502,105.0,val,622962.2467065601,4596145.28315378,958.4374057527896
503,104.0,train,622835.8980974043,4596337.300971738,909.7887497189541
504,104.0,train,622716.2862102122,4596321.760229543,2016.774018777812
505,104.0,train,622591.4222818884,4596358.36117443,1253.5089066413182
506,116.0,val,622587.7294173867,4596433.048140382,1379.6283410094602
507,116.0,val,622567.5797715381,4596587.185999912,1530.2050267519953
508,116.0,val,622709.5841124625,4596582.365517965,1642.7238679960176
509,116.0,val,622822.9759952971,4596453.204379967,1372.3695647925188
510,116.0,val,622809.1543324528,4596593.298210373,1364.8483966430435
511,117.0,train,622963.0958395712,4596585.59004443,1586.1836312947457
512,117.0,train,623063.3953213522,4596441.733208364,1695.5567901988284
513,105.0,val,623060.97365815,4596341.422907788,922.5503579718572
514,105.0,val,622943.8792604343,4596341.455812066,1446.630528871019
515,116.0,val,622690.3413077933,4596727.228795014,1195.0552656362393
516,116.0,val,622571.8899567784,4596723.939562572,2008.6441465056528
517,128.0,train,622713.3808163136,4596818.0040473975,2113.306424947364
518,128.0,train,622584.6643639889,4596858.340423439,1314.0426373374862
519,115.0,val,622454.9939052248,4596739.610972681,2135.594938905617
520,127.0,train,622321.9330875961,4596856.319119734,1324.7125761229802
521,128.0,train,622576.0034452094,4596958.57878175,1494.8374865548499
522,128.0,train,622664.4096916675,4597081.848767109,1844.6702772715664
523,127.0,train,622166.2953970138,4596958.88160431,1920.632779100562
524,138.0,train,622032.161733575,4597148.460365023,1766.8093258577896
525,139.0,unused,622172.5197635618,4597140.1872268645,1485.0246427962074
526,139.0,unused,622149.5413139465,4597246.225961924,1051.4872229170153
527,139.0,unused,622311.6843531231,4597157.018268758,2888.226755242468
528,139.0,unused,622439.8526041267,4597134.271221173,1928.3699290529512
529,139.0,unused,622358.2332764759,4597261.764371821,1656.889760252827
530,139.0,unused,622355.6046307348,4597367.15854474,2166.641982489169
531,139.0,unused,622272.4160541357,4597412.947551672,1891.1563841839811
532,138.0,train,622018.8176683256,4597359.248546698,1983.4170638331168
533,138.0,train,622030.1569141101,4597246.751359082,1611.8774829740883
534,138.0,train,621782.9406334078,4597146.654874665,1751.6755297586305
535,138.0,train,621762.3216062969,4597269.228791983,1682.7296837406664
536,138.0,train,621902.6205307659,4597250.655384597,1645.835065440461
537,138.0,train,621916.0155927115,4597137.181971326,1408.4205947774237
538,137.0,train,621640.6772766751,4597287.382757145,1799.2120269135467
539,137.0,train,621665.0345895509,4597386.483816621,1990.0914183491534
540,138.0,train,621768.5608857261,4597403.346690101,1700.627257555931
541,137.0,train,621510.4096743292,4597222.343309853,2222.400423336246
542,114.0,val,621796.5942691389,4596577.120139193,2698.5623763818585
543,114.0,val,621902.3743335389,4596602.041255337,1349.7995674753954
544,114.0,val,621795.3961912756,4596711.546487903,1596.434177123741
545,113.0,unused,621653.0043262349,4596721.635451013,2128.2098157393903
546,113.0,unused,621384.7149485112,4596699.820839107,2610.850087784244
547,124.0,train,621367.892523187,4596950.877021713,1632.1399734187394
548,124.0,train,621259.6851062307,4596970.0495052375,1337.5817078002603
549,125.0,val,621376.9938565951,4597104.710590017,1863.7122095947084
550,124.0,train,621246.3131950432,4597105.991151476,1381.9522015271739
551,125.0,val,621468.2124805462,4597102.520358557,1076.5933331964786
552,125.0,val,621609.7386984369,4597089.490691677,1296.5828645502304
553,136.0,train,621350.3256053214,4597179.105480788,2586.298537676381
554,136.0,train,621241.3242284826,4597228.3073786525,2105.145923460936
555,136.0,train,621239.5638079528,4597319.65530742,2116.787316031508
556,136.0,train,621335.9534797078,4597373.433102486,2445.9333264216043
557,136.0,train,621128.4637854069,4597229.003551943,1692.2161421910055
558,135.0,train,620988.0853478741,4597195.031683193,2104.487083838998
559,135.0,train,620978.5349657494,4597383.808465117,2558.3297819420845
560,136.0,train,621110.8022648446,4597453.332612407,1687.1838703413034
561,135.0,train,620843.4646214976,4597348.6732549975,1828.8284199153572
562,135.0,train,620737.9571770682,4597316.539866574,1038.7538214895644
563,123.0,unused,620830.2181198518,4597069.962348493,1950.0845785656443
564,135.0,train,620711.3051710577,4597227.24261538,1997.4233627623826
565,135.0,train,620818.909081301,4597227.8559236415,876.1174596322661
566,134.0,test,620573.4114456718,4597218.432062545,571.0345618608413
567,134.0,test,620565.0156068584,4597368.967061279,1583.231207458611
568,134.0,test,620457.5551391721,4597277.251024583,1727.3409770576359
569,134.0,test,620345.5355509869,4597250.627302497,1254.5654967084463
570,134.0,test,620420.238845302,4597375.846074727,1333.585259903114
571,134.0,test,620313.0305913474,4597374.737379087,1651.8800969636345
572,133.0,train,620197.2980910547,4597388.029232886,1755.2822335479395
573,133.0,train,620090.9041834619,4597296.653542598,1448.9443964690197
574,133.0,train,620028.1458633823,4597455.355089608,1187.2379972517347
575,133.0,train,619964.9890737534,4597379.691659621,1757.189932066947
576,133.0,train,619975.3982518902,4597267.315427468,1863.7083345042283
577,122.0,test,620462.6068442052,4597050.325346233,2306.564601368137
578,122.0,test,620580.4812542761,4597054.694504293,1891.16337347914
579,123.0,unused,620710.2826442815,4597106.961241004,2654.5398645703062
580,123.0,unused,620859.8825647836,4596940.947705364,2068.438773247477
581,123.0,unused,620982.5480770996,4596958.7618198255,1992.9952740784233
582,124.0,train,621104.8878354552,4596964.477408385,2444.5479448150804
583,124.0,train,621113.5441416291,4597097.659024184,1750.871303097718
584,123.0,unused,620995.2427724965,4597062.874381468,1447.222922749085
585,124.0,train,621120.6596576499,4596835.083284471,2149.2749982199275
586,124.0,train,621237.5340498349,4596847.045427039,2169.1004407596674
587,125.0,val,621393.3361533191,4596843.579434612,1777.5935185016992
588,125.0,val,621513.5571426187,4596961.310914296,1815.322571599336
589,126.0,val,621903.2914029399,4596984.606184509,1971.5166250610673
590,126.0,val,622027.5934043796,4596813.27625136,1765.4673720868034
591,114.0,val,621949.4068513872,4596738.391714922,1772.4096315922936
592,114.0,val,622067.3470481319,4596726.661187196,1323.0257200093833
593,115.0,val,622159.1241545189,4596732.641162233,1555.0721354243205
594,127.0,train,622181.6327685808,4596846.470996544,1850.9360931924837
595,115.0,val,622327.3978492252,4596715.979153437,1657.5827692170974
596,140.0,test,622661.4270715902,4597344.039327342,1621.2556352330275
597,140.0,test,622800.8695801746,4597396.104592321,1117.4464640020824
598,141.0,train,622929.2113674512,4597383.015241556,1871.63323829776
599,141.0,train,623059.866842874,4597358.158281158,852.5097866965111
600,141.0,train,623143.8763195474,4597460.766128013,971.0722422067196
601,142.0,train,623253.0273656689,4597472.759394173,1119.6207365344972
602,141.0,train,623157.1420468779,4597328.333266142,1265.4430025510426
603,142.0,train,623269.1980881273,4597195.287693079,1615.6526184326274
604,141.0,train,623178.3265185485,4597126.085494953,1394.0182843349028
605,141.0,train,623033.2954280729,4597195.922026792,1737.6660295576776
606,140.0,test,622791.6523073394,4597223.963819624,1812.1460789458015
607,141.0,train,622900.4917255576,4597223.62461595,1232.351633052845
608,129.0,train,622935.3006318292,4597083.075590412,1382.1184069515564
609,129.0,train,623060.859064146,4596965.093554225,1565.6592325692461
610,129.0,train,623176.3599751204,4596969.726128305,1846.1294996763695
611,130.0,test,623302.7858731716,4596992.171853833,1559.964712711756
612,129.0,train,623191.8830245436,4596835.892764705,1671.275851345949
613,130.0,test,623318.5189682205,4596831.02550852,1322.16679333688
614,118.0,train,623323.8058523504,4596735.121297933,1202.2702862331134
615,118.0,train,623439.4068712761,4596708.816925605,1038.4368711502846
616,130.0,test,623520.1235786908,4596846.786719914,1410.9145783611734
617,131.0,train,623627.8832883267,4597007.882872589,910.6835243961469
618,130.0,test,623537.3330185573,4596972.246423582,1588.3486668060887
619,117.0,train,623193.250812072,4596712.398984249,1370.3802792846686
620,117.0,train,623070.090165965,4596709.2935304195,3420.635931393507
621,116.0,val,622847.8590804804,4596716.102047529,1960.5525761564136
622,129.0,train,622931.4332592133,4596949.609910596,1544.9801796159595
623,118.0,train,623324.4067942834,4596481.897780456,1382.758403948768
624,118.0,train,623448.2218904365,4596588.848201523,1398.0611858445063
625,118.0,train,623391.4872106271,4596541.342684142,1372.8813150361939
626,118.0,train,623538.8182559065,4596476.790231418,2334.234817788152
627,106.0,train,623482.5980735609,4596362.392293273,1783.6239978319027
628,105.0,val,623197.6127932447,4596341.313753941,1660.6684567227285
629,106.0,train,623303.9048076319,4596340.537091828,1580.9762227444153
630,105.0,val,623068.9041375057,4596213.877104268,2182.5568611139133
631,105.0,val,623236.294333383,4596083.634709702,2802.6675422018257
632,106.0,train,623467.1301998049,4596099.591697652,1634.3988876431679
633,94.0,val,623475.7627674371,4595728.181225012,1403.587144521777
634,94.0,val,623473.5400223744,4595809.816361996,1023.0994894816913
635,93.0,train,623214.961807695,4595850.66250152,1571.8777667606955
636,82.0,test,623428.4923444396,4595584.534493776,1437.8672508653292
637,94.0,val,623395.0740375898,4595701.814475003,945.5952610948184
638,82.0,test,623311.3838081224,4595442.985755812,1686.9678406890798
639,103.0,val,622458.001639307,4596075.52953453,2258.725387729847
640,103.0,val,622364.4726029285,4596209.607489423,1578.68351318596
641,102.0,train,621934.1679178942,4596352.995038188,1793.849359622947
642,102.0,train,621799.1432394605,4596210.032136462,2603.728972192566
643,102.0,train,621760.2332962591,4596356.048633098,2259.4793295748395
644,101.0,unused,621666.0606876309,4596220.558332839,5212.473194003888
645,113.0,unused,621591.3782340708,4596438.1782025425,2937.3998175477595
646,113.0,unused,621503.9269727672,4596433.831861563,2169.79724387565
647,101.0,unused,621505.1989869644,4596324.408998535,1921.5956568006218
648,113.0,unused,621519.2788847663,4596580.33520998,1881.9208712836055
649,113.0,unused,621467.1004562625,4596579.300420355,3822.0900810803905
650,113.0,unused,621383.0610519089,4596588.512674987,2168.8478827062527
651,112.0,unused,621250.6468084971,4596565.7819612725,3290.4432619249933
652,112.0,unused,621359.847670012,4596411.046683825,2638.370647662142
653,100.0,train,621294.4720926041,4596308.050907061,4000.7295431544035
654,112.0,unused,621122.5110622268,4596405.6404112065,3576.9756936350987
655,112.0,unused,621161.0383787317,4596528.053622302,2832.901646880023
656,111.0,test,620993.5758524023,4596569.251014276,3202.6811086315206
657,112.0,unused,621161.4496788381,4596681.714043988,3233.942458466809
658,123.0,unused,620985.8387039218,4596834.601238821,2472.669143131858
659,111.0,test,620625.2521147833,4596712.087007443,4993.978150397386
660,110.0,unused,620507.81810713,4596723.41546221,3461.2069720147097
661,122.0,test,620595.0450779211,4596919.307365471,2380.4243456513714
662,122.0,test,620454.0971513818,4596942.3542607995,1920.9419420381018
663,122.0,test,620319.8346746997,4597051.909449889,3087.95267335973
664,122.0,test,620413.8995287146,4596814.974376911,2946.3268513579997
665,122.0,test,620314.6247780562,4596847.824660562,1209.8106910546305
666,121.0,unused,620203.9017528385,4596848.397815349,1777.2429169482023
667,121.0,unused,620096.8396398902,4596866.111833484,2337.363801231396
668,109.0,val,620188.9656004346,4596716.465845537,5356.869357555466
669,109.0,val,620074.4897302558,4596725.027984405,2967.7471325331658
670,110.0,unused,620300.0093939124,4596719.9873134075,2148.9623216618634
671,133.0,train,620232.8604945757,4597291.3082855195,2777.1861833055045
672,132.0,train,619828.2533846275,4597282.6849758485,1786.5701099173161
673,132.0,train,619820.0845415145,4597392.912873054,2294.124527577865
674,132.0,train,619689.9992252561,4597243.378387542,1188.9649082797662
675,132.0,train,619603.714770751,4597393.310042359,836.3555617625897
676,132.0,train,619709.055910311,4597398.235176809,740.692345687761
677,132.0,train,619770.0823720664,4597426.927689329,1385.0049056374257
678,120.0,train,619559.4416697328,4597046.554644649,765.7705429074197
679,120.0,train,619556.8072562359,4597092.053929827,474.6371890943048
680,120.0,train,619531.0302894656,4596992.477632121,760.3214441246118
681,120.0,train,619519.072837793,4596937.118848599,980.4093559381919
682,120.0,train,619633.8155022174,4597004.283256722,978.1245329419527
683,120.0,train,619654.0429980265,4596891.228215552,771.7164055312062
684,120.0,train,619637.2191624773,4596926.518945145,855.2870938925721
685,120.0,train,619547.3155910532,4596887.396271585,947.1190635248495
686,120.0,train,619562.7978307495,4596853.269913242,1318.3270580918647
687,120.0,train,619542.1200237377,4596757.335309911,1444.847237596655
688,108.0,train,619672.0167138295,4596741.824977439,1552.7140328429814
689,108.0,train,619653.3063820443,4596666.95284071,1331.121257548462
690,108.0,train,619557.2163716098,4596631.991482012,1776.9541497349853
691,108.0,train,619665.037413038,4596468.792201919,1180.220471963787
692,108.0,train,619714.1026636191,4596384.60814341,2043.8869568154332
693,108.0,train,619871.0408735631,4596441.062827623,2635.576374254529
694,109.0,val,619938.3622480116,4596511.386548917,1379.2037635606675
695,109.0,val,619949.1526942569,4596718.122959258,2027.4805055760994
696,108.0,train,619845.8142605452,4596734.900845404,3661.064959203657
697,121.0,unused,619956.0660927859,4596851.370499978,1733.4585993585756
698,97.0,unused,619937.9066782185,4596292.756897622,3092.0592303801564
699,109.0,val,620195.3727154715,4596512.524079822,1862.8490003727936
700,110.0,unused,620309.4202932944,4596556.546294905,1916.0607587980926
701,109.0,val,620060.6026834294,4596425.105507354,1905.3236335628567
702,109.0,val,620222.2228695182,4596408.271506985,2080.7934195087173
703,96.0,test,619838.5914611807,4596294.488170247,1690.8969662629975
704,109.0,val,619914.354949808,4596380.701251969,3279.1061154717136
705,96.0,test,619675.9994027509,4596268.145794039,1211.9877413186246
706,96.0,test,619660.6260275308,4596105.3102644,2050.2259156815976
707,96.0,test,619574.6353558865,4596124.617893434,1392.3653052927336
708,96.0,test,619839.9119650815,4596125.385964545,1458.5901179643315
709,97.0,unused,619937.3294070677,4596138.195482457,2213.214416297175
710,97.0,unused,620039.1560759086,4596139.964020676,2169.8109139279854
711,97.0,unused,619966.3180450953,4596037.068420282,2290.2841930676996
712,84.0,val,619536.8275344339,4595996.981621555,1931.1383364870396
713,84.0,val,619566.1768643192,4595859.999745719,1923.6797958113368
714,84.0,val,619849.1656554647,4595873.504167778,1125.9540325507708
715,85.0,train,620084.2173777757,4595887.719070532,1929.9900432098289
716,110.0,unused,620551.1318188896,4596414.457907289,2214.3276935900717
717,110.0,unused,620530.7400953587,4596556.137809744,2612.116437410677
718,110.0,unused,620404.2155561174,4596547.351856729,2042.5722056170453
719,97.0,unused,620132.724885041,4596310.553808468,2394.2757584312644
720,98.0,train,620291.3335647006,4596163.708380206,2791.800315846789
721,84.0,val,619678.0734429983,4595864.135723159,4263.871405613473
722,84.0,val,619555.7716760677,4595738.540308849,1821.6696548069242
723,84.0,val,619668.7799994631,4595736.212866795,1277.8270289231689
724,72.0,val,619548.6139107483,4595606.842378392,1218.643102916035
725,72.0,val,619676.7260560056,4595427.851220185,2058.1457796322456
726,72.0,val,619709.6066055668,4595569.889385708,2716.58363051648
727,72.0,val,619766.0564412756,4595542.757784163,1853.6492576416508
728,85.0,train,619877.3114746381,4595634.905301954,2351.416651805074
729,85.0,train,619957.5196812839,4595626.181143494,1797.0229503236787
730,85.0,train,620077.2661550702,4595660.591527869,3002.621570604445
731,85.0,train,620176.840396615,4595754.081708752,3426.45678234633
732,73.0,test,619921.8275180703,4595513.031405504,1869.1723407570073
733,73.0,test,619921.895514828,4595439.7074743165,2027.076230126153
734,73.0,test,620066.9182321262,4595549.094799123,3776.5678288763715
735,73.0,test,620196.4419444503,4595550.177473905,2236.2638436283355
736,85.0,train,620204.2864013452,4595637.5377917,2100.1785550033856
737,86.0,train,620276.9012929338,4595634.282962058,3261.7557488031885
738,74.0,train,620300.7688444147,4595569.511957344,2211.3060313508636
739,74.0,train,620419.4371522437,4595566.44660288,1888.2849624645999
740,86.0,train,620406.0843777028,4595646.189385102,2470.4032927396706
741,86.0,train,620263.6884691076,4595852.955186033,1906.1877321349348
742,99.0,train,620704.4201075863,4596307.161339964,3095.3461165190233
743,111.0,test,620861.9990210782,4596427.096798372,2793.847289489113
744,111.0,test,620856.5838047117,4596547.883456402,1496.939901855635
745,72.0,val,619541.486729894,4595454.741012912,2821.0881891392146
746,72.0,val,619671.9685177207,4595300.626007927,1643.3031127225183
747,72.0,val,619552.4722317673,4595259.900261181,1612.8526395723472
748,60.0,train,619541.1533055293,4595143.538781325,1304.6873219109787
749,60.0,train,619793.7922132136,4595009.206833936,2597.661772386614
750,61.0,train,619948.968207699,4595028.533358814,1791.53599424482
751,61.0,train,619939.187696359,4594920.839341438,2222.977741359248
752,60.0,train,619810.9138838387,4594908.057630116,2360.237195886944
753,60.0,train,619704.1542238201,4594887.810117263,1908.2340059950934
754,60.0,train,619678.2315768523,4595031.190454242,2078.8995552111746
755,60.0,train,619575.4935671939,4594991.930696562,1632.5063908300447
756,60.0,train,619694.9428214213,4595154.756514792,1794.39528676421
757,60.0,train,619797.5098450355,4595158.391123653,1497.970954845631
758,61.0,train,619927.6623292402,4595170.090262229,1499.1088139931344
759,73.0,test,619931.3142911929,4595301.252627097,1621.9573836992604
760,48.0,train,619547.0676680452,4594755.989812253,1759.5236121307778
761,48.0,train,619670.7146056935,4594743.368034792,2015.2138606266724
762,48.0,train,619700.1158632935,4594662.099922907,1196.3128061857485
763,48.0,train,619577.854623983,4594651.540336095,1904.3081586677504
764,48.0,train,619566.2144890298,4594537.689121479,1580.6533960728332
765,48.0,train,619686.4571305247,4594524.722187789,1967.4477707689537
766,48.0,train,619815.6354238271,4594648.716832141,1620.9620908678478
767,48.0,train,619842.8290082008,4594539.732178587,2168.907065156963
768,49.0,test,619961.3405099616,4594517.803266912,905.7709338995779
769,49.0,test,619980.3884675243,4594663.115102884,2401.17075930245
770,48.0,train,619829.1858708946,4594756.291407653,2344.8662823442287
771,49.0,test,619947.1465450757,4594787.623864938,2134.0102554852347
772,49.0,test,620076.1459649432,4594782.432821066,1320.414620277165
773,36.0,train,619547.1559497024,4594323.147480531,2411.2385691103855
774,36.0,train,619544.3642940875,4594392.310204911,1720.371517314304
775,36.0,train,619615.5670392336,4594314.517206221,2438.4780768098735
776,36.0,train,619620.1448052225,4594391.955828476,1406.9781842773982
777,36.0,train,619811.5723673978,4594396.066496046,2256.063960115732
778,37.0,train,619943.0521704484,4594340.838528239,1985.1047762190078
779,49.0,test,620057.4199833862,4594549.556233176,1866.4793217522197
780,37.0,train,620061.6405934365,4594484.957800989,2017.1896432988137
781,49.0,test,620201.5196380899,4594537.716293026,2127.7771803618716
782,49.0,test,620212.2891339966,4594676.399551963,3073.7720894844733
783,50.0,train,620326.1208249454,4594577.822693346,2741.7813440873724
784,50.0,train,620328.7971434088,4594674.424137387,1347.9559341027798
785,49.0,test,620093.6371695761,4594643.312966303,2335.3233529265035
786,49.0,test,620218.5769432189,4594805.602526451,2020.9468664510227
787,62.0,train,620306.9742655316,4594913.580105871,2482.1308268264575
788,49.0,test,620126.8453412816,4594865.2344938405,2309.6330398835444
789,61.0,train,620198.7096273355,4594897.784567192,2275.937897696979
790,61.0,train,620054.0071219942,4595016.254524733,1806.390484886477
791,62.0,train,620363.6338355707,4594995.676096973,2151.3689111767985
792,62.0,train,620328.6162821118,4595050.897944329,2233.8571587185793
793,62.0,train,620321.5475931861,4595179.167244298,1425.7645305866822
794,62.0,train,620419.9474582784,4595186.258725243,1809.4850797115307
795,74.0,train,620302.1874102411,4595316.802258873,1001.4130441000618
796,74.0,train,620418.5879978646,4595331.144213874,1306.8455361710273
797,73.0,test,620175.6223207891,4595300.739812187,1007.7713910489259
798,73.0,test,620244.8060812273,4595252.77484492,1983.343796866962
799,61.0,train,620051.8924755646,4595172.220984215,1917.7960976455465
800,61.0,train,620176.4660719761,4595194.638464966,1797.096955160355
801,73.0,test,620051.3759683851,4595327.8782829065,2022.6496479875673
802,73.0,test,620062.4429982039,4595430.088120263,1851.5949208291977
803,73.0,test,620181.63014933,4595443.30506462,1877.6863414263387
804,74.0,train,620314.0592271879,4595448.9397166455,1630.6589816954154
805,74.0,train,620428.4847383276,4595472.53083386,1366.5964701999508
806,62.0,train,620451.4616778253,4595047.920301522,1725.6164076292794
807,63.0,train,620659.3672390567,4595072.99416193,2003.2680449371107
808,62.0,train,620569.9426632733,4595173.5093205115,830.1896817862073
809,74.0,train,620585.9922489752,4595358.175356247,1477.5632594678307
810,75.0,train,620673.9687499588,4595436.9148842925,1825.9197975422753
811,75.0,train,620803.7371754536,4595447.647119009,2449.65021614035
812,63.0,train,620802.3845798493,4595051.737126684,1874.175697277326
813,63.0,train,620835.4029270527,4594876.78900095,1929.2253238518153
814,63.0,train,620714.264321598,4594883.926077782,1416.0514910742713
815,50.0,train,620590.5113143567,4594819.286527245,1599.1503126311336
816,62.0,train,620436.7480812616,4594920.530282656,1749.5452148490806
817,50.0,train,620402.6999226777,4594855.5568009615,1192.073981424146
818,50.0,train,620449.9875824116,4594801.417789724,1377.6333679705951
819,62.0,train,620587.944503044,4594925.696153145,1894.7409087537353
820,62.0,train,620605.541684513,4595037.650702572,956.6633318119392
821,51.0,train,620857.1701917351,4594765.420241594,2012.4828296006635
822,51.0,train,620723.9000113386,4594662.129349811,2309.87589439957
823,51.0,train,620625.9316517379,4594603.719846016,2684.8461941034934
824,50.0,train,620575.1199991987,4594674.932066703,1705.649660678328
825,50.0,train,620490.185449532,4594554.838835354,1545.0413732017598
826,50.0,train,620461.7275029805,4594655.655417608,2000.1365170046786
827,38.0,val,620311.7571800598,4594479.033390159,1970.7573941197045
828,38.0,val,620265.211999823,4594391.123026948,1682.0511542843963
829,38.0,val,620369.677851118,4594399.107457425,1623.1397877217923
830,38.0,val,620443.3674873662,4594389.953259947,1903.2851375774046
831,38.0,val,620581.718384342,4594482.36613668,2558.9023770291315
832,25.0,train,619916.3027236152,4594022.641312949,2464.1032424353853
833,36.0,train,619607.5003881824,4594192.713458128,1488.1162418436911
834,24.0,train,619615.5207318738,4594050.276993637,2432.7994976025475
835,37.0,train,620027.5523928758,4594396.643747978,3660.868618207839
836,24.0,train,619866.1978803944,4593887.138976451,3206.977417375482
837,24.0,train,619723.3064246573,4593899.702511823,2452.1895991909105
838,24.0,train,619732.7612182178,4593785.180712175,2140.8947336035894
839,12.0,train,619635.0071560146,4593669.451755659,2729.0096639108087
840,12.0,train,619840.4587940255,4593650.142287855,2271.561975620194
841,24.0,train,619871.000563142,4593774.049340794,1875.270312168688
842,12.0,train,619603.4508754555,4593508.515082609,1773.174548436827
843,12.0,train,619858.079384097,4593516.077888418,2349.2601995679934
844,0.0,train,619611.271193405,4593277.869791978,1988.3672999577964
845,0.0,train,619728.2104330913,4593295.523395247,2771.7947847630594
846,0.0,train,619555.3481353273,4593194.062300885,2433.804146859898
847,12.0,train,619750.0673220501,4593405.486760586,3020.8806390212885
848,12.0,train,619866.8021803078,4593388.999436071,2915.245269948465
849,0.0,train,619593.3956997143,4593073.166722264,1837.7867394770117
850,0.0,train,619752.0590672523,4593112.378441035,2655.644453276886
851,13.0,train,620013.8626195702,4593667.679193107,2892.4957136919393
852,25.0,train,620123.2693361036,4593911.541047968,2603.5341757591846
853,25.0,train,620129.411961035,4594039.835198098,1548.268489918948
854,36.0,train,619778.2345644758,4594316.487076163,2399.324946248845
855,14.0,train,620386.1508035433,4593523.487936247,1962.4278335715223
856,14.0,train,620256.9907434658,4593383.111298764,2111.9531680549103
857,14.0,train,620384.9435766204,4593415.492517375,1957.051435905008
858,13.0,train,620129.8450622783,4593506.839377614,1371.6277698105753
859,13.0,train,620124.2965035833,4593407.1418582285,1669.663399945931
860,0.0,train,619865.0593047654,4593271.059606466,2550.4229358413054
861,2.0,train,620362.0078693925,4593152.1872115005,2768.1395997168634
862,2.0,train,620367.2790325341,4593261.655177742,969.8673281247306
863,2.0,train,620495.7684184668,4593146.840392267,2060.97282695568
864,2.0,train,620514.4681645395,4593244.457617201,1794.1529342791391
865,2.0,train,620519.2156216038,4593354.029395074,1638.4494834888462
866,15.0,train,620643.7583880792,4593473.691746724,1174.164000825265
867,14.0,train,620501.4520113934,4593641.421242243,1936.032682470818
868,13.0,train,620223.0342398621,4593639.8280325085,1525.7126017076507
869,39.0,val,620838.4608017135,4594482.420637505,1392.2904569486786
870,51.0,train,620964.7744882258,4594560.7701247865,1954.8926043096963
871,28.0,train,621155.2785757167,4593905.264639299,1901.741006400883
872,28.0,train,621236.0905285482,4593801.60620241,2111.7290892410083
873,16.0,unused,621126.6755063199,4593566.476035851,1713.123393360758
874,16.0,unused,621206.6910584188,4593553.270272885,2037.206874546109
875,16.0,unused,621277.9695940005,4593681.731909241,2669.1041706573415
876,15.0,train,620822.2419180049,4593470.150590625,2261.486352412613
877,3.0,val,620916.9552801667,4593350.03478484,2331.5711406944783
878,3.0,val,620791.2682638692,4593328.269343917,1521.2201596920506
879,3.0,val,620682.2743352993,4593057.838832647,2432.6106886012108
880,3.0,val,620635.133738559,4593364.652184719,1880.6122643267424
