image_id,split,basin,source,centroid_lat,centroid_lon,extent_image,annotations_latlon,annotations_image
24228,train,denver,city,40.25162150191633,-103.81011632318196,"POLYGON ((-103.8112809134905 40.25073266423777, -103.8089517328734 40.25073266423777, -103.8089517328734 40.25251032792141, -103.8112809134905 40.25251032792141, -103.8112809134905 40.25073266423777))",[],[]
24229,train,denver,city,39.87738374933474,-104.94854135398444,"POLYGON ((-104.949705944293 39.87649001560788, -104.9473767636759 39.87649001560788, -104.9473767636759 39.87827747141461, -104.949705944293 39.87827747141461, -104.949705944293 39.87649001560788))",[],[]
24231,train,denver,city,40.42168612705859,-105.08105853505492,"POLYGON ((-105.0822231253635 40.42079952683243, -105.0798939447463 40.42079952683243, -105.0798939447463 40.42257271559988, -105.0822231253635 40.42257271559988, -105.0822231253635 40.42079952683243))",[],[]
24232,train,denver,random,39.30946998991603,-104.2610560434306,"POLYGON ((-104.2622206337392 39.30856889923545, -104.259891453122 39.30856889923545, -104.259891453122 39.31037106899365, -104.2622206337392 39.31037106899365, -104.2622206337392 39.30856889923545))",[],[]
24233,train,permian,label_expert,31.956652500000004,-103.82696700000002,"POLYGON ((-103.8281315903086 31.95566439947329, -103.8258024096914 31.95566439947329, -103.8258024096914 31.95764058989673, -103.8281315903086 31.95764058989673, -103.8281315903086 31.95566439947329))","[{'bbox': <POLYGON ((-103.826 31.957, -103.826 31.956, -103.828 31.956, -103.828 31.95...>}]","[{'bbox': [153.0, 139.0, 486.0, 501.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14161}]"
24238,train,denver,random,42.46968048161889,-103.542726108312,"POLYGON ((-103.5438906986205 42.46882143345546, -103.5415615180034 42.46882143345546, -103.5415615180034 42.47053951799273, -103.5438906986205 42.47053951799273, -103.5438906986205 42.46882143345546))",[],[]
24239,train,none,similarity,38.96936579438369,-106.90561377972784,"POLYGON ((-106.9067783700364 38.96846034021259, -106.9044491894193 38.96846034021259, -106.9044491894193 38.97027123698036, -106.9067783700364 38.97027123698036, -106.9067783700364 38.96846034021259))",[],[]
24240,train,none,similarity,47.69202997317439,-106.92800698591876,"POLYGON ((-106.9291715762273 47.69124606362051, -106.9268423956102 47.69124606362051, -106.9268423956102 47.6928138709448, -106.9291715762273 47.6928138709448, -106.9291715762273 47.69124606362051))",[],[]
24242,train,permian,label_crowdsource,32.0240879,-102.2233678,"POLYGON ((-102.2244234466599 32.02498722639329, -102.2223121533402 32.02498722639329, -102.2223121739672 32.02318856469256, -102.2244234260328 32.02318856469256, -102.2244234466599 32.02498722639329))","[{'bbox': <POLYGON ((-102.222 32.024, -102.222 32.023, -102.223 32.023, -102.223 32.02...>}, {'bbox': <POLYGON ((-102.223 32.025, -102.223 32.024, -102.224 32.024, -102.224 32.02...>}]","[{'bbox': [467.2, 308.9066666666667, 640.0, 544.8533333333334], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14167}, {'bbox': [118.18666666666667, 160.5028352433166, 394.673776776196, 468.99334516922886], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14168}]"
24243,train,denver,random,38.42797288272578,-104.4250156061067,"POLYGON ((-104.4261801964153 38.42706054843556, -104.4238510157981 38.42706054843556, -104.4238510157981 38.42888520549038, -104.4261801964153 38.42888520549038, -104.4261801964153 38.42706054843556))",[],[]
24244,train,permian,city,32.94088916669391,-103.34488411635304,"POLYGON ((-103.3460487066616 32.93991179982255, -103.3437195260445 32.93991179982255, -103.3437195260445 32.94186652276277, -103.3460487066616 32.94186652276277, -103.3460487066616 32.93991179982255))",[],[]
24246,train,permian,similarity,33.13279199287333,-100.78349984821074,"POLYGON ((-100.7846644385193 33.13181675250932, -100.7823352579022 33.13181675250932, -100.7823352579022 33.13376722240268, -100.7846644385193 33.13376722240268, -100.7846644385193 33.13181675250932))",[],[]
24247,train,permian,random,31.34589662366042,-101.78855454036166,"POLYGON ((-101.7897191306702 31.34490200890383, -101.7873899500531 31.34490200890383, -101.7873899500531 31.34689122790038, -101.7897191306702 31.34689122790038, -101.7897191306702 31.34490200890383))",[],[]
24248,train,permian,label_crowdsource,31.2823842,-103.3536339,"POLYGON ((-103.3546811957485 31.28328363115954, -103.3525866042515 31.28328363115954, -103.3525866241317 31.28148476017762, -103.3546811758684 31.28148476017762, -103.3546811957485 31.28328363115954))","[{'bbox': <POLYGON ((-103.353 31.283, -103.353 31.282, -103.354 31.282, -103.354 31.28...>}]","[{'bbox': [151.04, 254.29333333333332, 439.4666666666666, 464.21333333333337], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14170}]"
24249,train,other,similarity,41.41191888850926,-110.11438884129272,"POLYGON ((-110.1155534316013 41.41104547078574, -110.1132242509841 41.41104547078574, -110.1132242509841 41.4127922944898, -110.1155534316013 41.4127922944898, -110.1155534316013 41.41104547078574))",[],[]
24251,train,none,similarity,42.65447486527303,-113.65202570752504,"POLYGON ((-113.6531902978336 42.65361835770121, -113.6508611172165 42.65361835770121, -113.6508611172165 42.65533136104881, -113.6531902978336 42.65533136104881, -113.6531902978336 42.65361835770121))",[],[]
24253,train,permian,city,31.83223628221008,-100.97836168510696,"POLYGON ((-100.9795262754155 31.83124684554815, -100.9771970947984 31.83124684554815, -100.9771970947984 31.83322570826473, -100.9795262754155 31.83322570826473, -100.9795262754155 31.83124684554815))",[],[]
24255,train,permian,city,32.83946847445365,-104.40052254760673,"POLYGON ((-104.4016871379153 32.83848998814968, -104.3993579572982 32.83848998814968, -104.3993579572982 32.84044694997232, -104.4016871379153 32.84044694997232, -104.4016871379153 32.83848998814968))",[],[]
24257,train,other,similarity,36.69603565096805,-102.48727430686412,"POLYGON ((-102.4884388971727 36.6951018569983, -102.4861097165555 36.6951018569983, -102.4861097165555 36.69696943359585, -102.4884388971727 36.69696943359585, -102.4884388971727 36.6951018569983))",[],[]
24258,train,denver,city,41.86916459849902,-103.64044201173182,"POLYGON ((-103.6416066020404 41.86829735615909, -103.6392774214233 41.86829735615909, -103.6392774214233 41.87003182907386, -103.6416066020404 41.87003182907386, -103.6416066020404 41.86829735615909))",[],[]
24259,train,denver,random,39.67531162347966,-104.95367825360115,"POLYGON ((-104.9548428439097 39.67441526193886, -104.9525136632926 39.67441526193886, -104.9525136632926 39.67620797338861, -104.9548428439097 39.67620797338861, -104.9548428439097 39.67441526193886))",[],[]
24261,train,denver,city,40.26001062882101,-103.62491180092373,"POLYGON ((-103.6260763912323 40.2591219013304, -103.6237472106152 40.2591219013304, -103.6237472106152 40.26089934463756, -103.6260763912323 40.26089934463756, -103.6260763912323 40.2591219013304))",[],[]
24262,train,permian,random,30.748183978648072,-100.85238193061282,"POLYGON ((-100.8535465209214 30.74718309819712, -100.8512173403042 30.74718309819712, -100.8512173403042 30.74918484869799, -100.8535465209214 30.74918484869799, -100.8535465209214 30.74718309819712))",[],[]
24263,train,permian,random,31.72402092490648,-102.18234647905096,"POLYGON ((-102.1835110693595 31.7230303298878, -102.1811818887424 31.7230303298878, -102.1811818887424 31.72501150933778, -102.1835110693595 31.72501150933778, -102.1835110693595 31.7230303298878))",[],[]
24264,train,denver,city,41.10170366353012,-102.47412179623652,"POLYGON ((-102.4752863865451 41.10082608780776, -102.472957205928 41.10082608780776, -102.472957205928 41.10258122752618, -102.4752863865451 41.10258122752618, -102.4752863865451 41.10082608780776))",[],[]
24265,train,permian,city,33.12091797640698,-104.3246357364022,"POLYGON ((-104.3258003267108 33.11994260414724, -104.3234711460936 33.11994260414724, -104.3234711460936 33.12189333783405, -104.3258003267108 33.12189333783405, -104.3258003267108 33.11994260414724))",[],[]
24266,train,permian,city,31.836636101318508,-100.97431805639492,"POLYGON ((-100.9754826467035 31.83564671182772, -100.9731534660863 31.83564671182772, -100.9731534660863 31.83762548020119, -100.9754826467035 31.83762548020119, -100.9754826467035 31.83564671182772))",[],[]
24267,train,other,similarity,37.8958594344644,-98.84386047559587,"POLYGON ((-98.84502506590444 37.89494041735338, -98.84269588528731 37.89494041735338, -98.84269588528731 37.89677844010177, -98.84502506590444 37.89677844010177, -98.84502506590444 37.89494041735338))",[],[]
24268,train,permian,city,33.441136885947685,-101.6272246560659,"POLYGON ((-101.6283892463745 33.44016508530704, -101.6260600657573 33.44016508530704, -101.6260600657573 33.44210867570305, -101.6283892463745 33.44210867570305, -101.6283892463745 33.44016508530704))",[],[]
24269,train,permian,random,32.930095573250846,-102.61297784785457,"POLYGON ((-102.6141424381631 32.92911808709934, -102.611813257546 32.92911808709934, -102.611813257546 32.93107304860168, -102.6141424381631 32.93107304860168, -102.6141424381631 32.92911808709934))",[],[]
24273,train,denver,city,41.13435983025633,-104.7966750281811,"POLYGON ((-104.7978396184897 41.13348269103452, -104.7955104378725 41.13348269103452, -104.7955104378725 41.13523695775002, -104.7978396184897 41.13523695775002, -104.7978396184897 41.13348269103452))",[],[]
24275,train,denver,label_crowdsource,40.24903,-104.48294,"POLYGON ((-104.4841121003648 40.24992809221939, -104.4817678996352 40.24992809221939, -104.4817679306189 40.24813189577034, -104.4841120693811 40.24813189577034, -104.4841121003648 40.24992809221939))","[{'bbox': <POLYGON ((-104.483 40.249, -104.483 40.249, -104.483 40.249, -104.483 40.24...>}]","[{'bbox': [297, 303, 337, 345], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14181}]"
24276,train,denver,random,40.31327660535529,-103.89481793394756,"POLYGON ((-103.8959825242561 40.31238857793722, -103.893653343639 40.31238857793722, -103.893653343639 40.31416462109571, -103.8959825242561 40.31416462109571, -103.8959825242561 40.31238857793722))",[],[]
24277,train,other,similarity,38.87761769456071,-95.07800349755944,"POLYGON ((-95.079168087868 38.87671106873186, -95.07683890725087 38.87671106873186, -95.07683890725087 38.87852430882312, -95.079168087868 38.87852430882312, -95.079168087868 38.87671106873186))",[],[]
24278,train,denver,label_crowdsource,40.550104,-104.83288,"POLYGON ((-104.8340573334937 40.55100204524657, -104.8317026665063 40.55100204524657, -104.8317026979609 40.54920594261672, -104.8340573020391 40.54920594261672, -104.8340573334937 40.55100204524657))","[{'bbox': <POLYGON ((-104.832 40.55, -104.832 40.55, -104.833 40.55, -104.833 40.55, -...>}]","[{'bbox': [221.2902830506026, 207.4351321739041, 426.3922247628906, 437.76000000000005], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14182}]"
24281,train,permian,random,32.612164810714845,-103.86774929101978,"POLYGON ((-103.8689138813283 32.61118382668396, -103.8665847007112 32.61118382668396, -103.8665847007112 32.61314578399945, -103.8689138813283 32.61314578399945, -103.8689138813283 32.61118382668396))",[],[]
24283,train,denver,city,39.589810262977615,-105.01203101521912,"POLYGON ((-105.0131956055277 39.58891279290336, -105.0108664249106 39.58891279290336, -105.0108664249106 39.5907077214266, -105.0131956055277 39.5907077214266, -105.0131956055277 39.58891279290336))",[],[]
24284,train,none,similarity,37.827687948190416,-106.70352780608891,"POLYGON ((-106.7046923963975 37.82676808062879, -106.7023632157804 37.82676808062879, -106.7023632157804 37.82860780428535, -106.7046923963975 37.82860780428535, -106.7046923963975 37.82676808062879))",[],[]
24285,train,none,similarity,33.70585608931431,-94.78697189394566,"POLYGON ((-94.78813648425422 33.70488726419111, -94.7858073036371 33.70488726419111, -94.7858073036371 33.70682490350973, -94.78813648425422 33.70682490350973, -94.78813648425422 33.70488726419111))",[],[]
24286,train,denver,city,39.61467174004122,-105.01056518117048,"POLYGON ((-105.011729771479 39.61377459209246, -105.0094005908619 39.61377459209246, -105.0094005908619 39.61556887636277, -105.011729771479 39.61556887636277, -105.011729771479 39.61377459209246))",[],[]
24289,train,denver,label_expert,40.377217,-104.34318100000002,"POLYGON ((-104.3443455903086 40.3763298139615, -104.3420164096915 40.3763298139615, -104.3420164096915 40.37810417435657, -104.3443455903086 40.37810417435657, -104.3443455903086 40.3763298139615))","[{'bbox': <POLYGON ((-104.342 40.378, -104.342 40.376, -104.344 40.376, -104.344 40.37...>}]","[{'bbox': [39.0, 40.0, 601.0, 601.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14188}]"
24292,train,denver,random,40.31628622527013,-103.21858005892156,"POLYGON ((-103.2197446492301 40.31539823743028, -103.217415468613 40.31539823743028, -103.217415468613 40.3171742014321, -103.2197446492301 40.3171742014321, -103.2197446492301 40.31539823743028))",[],[]
24293,train,permian,city,33.67751431685606,-101.53533756802028,"POLYGON ((-101.5365021583288 33.67654517217377, -101.5341729777117 33.67654517217377, -101.5341729777117 33.6784834506151, -101.5365021583288 33.6784834506151, -101.5365021583288 33.67654517217377))",[],[]
24295,train,denver,city,39.71654933633737,-105.15623619475076,"POLYGON ((-105.1574007850593 39.71565351016125, -105.1550716044422 39.71565351016125, -105.1550716044422 39.71744515087852, -105.1574007850593 39.71744515087852, -105.1574007850593 39.71565351016125))",[],[]
24296,train,denver,random,40.212782008909215,-103.61944490486616,"POLYGON ((-103.6206094951747 40.21189266133725, -103.6182803145576 40.21189266133725, -103.6182803145576 40.21367134481036, -103.6206094951747 40.21367134481036, -103.6206094951747 40.21189266133725))",[],[]
24297,train,denver,road,40.33095650578686,-104.11937894837844,"POLYGON ((-104.12054353868699 40.33006871090467, -104.11821435806986 40.33006871090467, -104.11821435806986 40.33184428899019, -104.12054353868699 40.33184428899019, -104.12054353868699 40.33006871090467))",[],[]
24299,train,none,similarity,42.23272633073387,-92.27286289058011,"POLYGON ((-92.27402748088866 42.23186403795497, -92.27169830027154 42.23186403795497, -92.27169830027154 42.23358861173224, -92.27402748088866 42.23358861173224, -92.27402748088866 42.23186403795497))",[],[]
24301,train,none,similarity,36.32041697306739,-90.10024680000927,"POLYGON ((-90.10141139031782 36.31947863689374, -90.0990822097007 36.31947863689374, -90.0990822097007 36.32135529794441, -90.10141139031782 36.32135529794441, -90.10141139031782 36.31947863689374))",[],[]
24303,train,denver,road,40.59016990838537,-105.02109397003098,"POLYGON ((-105.02225856033952 40.58928553251595, -105.01992937972241 40.58928553251595, -105.01992937972241 40.59105427255902, -105.02225856033952 40.59105427255902, -105.02225856033952 40.58928553251595))",[],[]
24304,train,other,similarity,44.98128460350372,-107.30499373711984,"POLYGON ((-107.3061583274284 44.98046083893629, -107.3038291468113 44.98046083893629, -107.3038291468113 44.98210835623546, -107.3061583274284 44.98210835623546, -107.3061583274284 44.98046083893629))",[],[]
24306,train,none,similarity,31.081015885127503,-85.68127654064037,"POLYGON ((-85.68244113094893 31.08001848028637, -85.68011195033179 31.08001848028637, -85.68011195033179 31.08201327950267, -85.68244113094893 31.08201327950267, -85.68244113094893 31.08001848028637))",[],[]
24307,train,denver,random,41.037040354920606,-100.91974109008444,"POLYGON ((-100.920905680393 41.03616191571365, -100.9185764997759 41.03616191571365, -100.9185764997759 41.03791878240492, -100.920905680393 41.03791878240492, -100.920905680393 41.03616191571365))",[],[]
24308,train,other,similarity,44.87500757395775,-106.01647758401532,"POLYGON ((-106.0176421743239 44.87418228382944, -106.0153129937067 44.87418228382944, -106.0153129937067 44.87583285225048, -106.0176421743239 44.87583285225048, -106.0176421743239 44.87418228382944))",[],[]
24310,train,other,similarity,42.52496611295816,-85.8518263971979,"POLYGON ((-85.85299098750644 42.52410782393746, -85.85066180688933 42.52410782393746, -85.85066180688933 42.52582439018732, -85.85299098750644 42.52582439018732, -85.85299098750644 42.52410782393746))",[],[]
24311,train,denver,random,38.54426105149039,-104.53982688328084,"POLYGON ((-104.5409914735894 38.54335018816279, -104.5386622929723 38.54335018816279, -104.5386622929723 38.54517190328153, -104.5409914735894 38.54517190328153, -104.5409914735894 38.54335018816279))",[],[]
24312,train,none,similarity,39.80021123266397,-116.58845007439596,"POLYGON ((-116.5896146647045 39.79931649404585, -116.5872854840874 39.79931649404585, -116.5872854840874 39.80110595964081, -116.5896146647045 39.80110595964081, -116.5896146647045 39.79931649404585))",[],[]
24313,train,permian,similarity,30.05387744164424,-100.73102265465808,"POLYGON ((-100.7321872449666 30.05286941972201, -100.7298580643495 30.05286941972201, -100.7298580643495 30.05488545330534, -100.7321872449666 30.05488545330534, -100.7321872449666 30.05286941972201))",[],[]
24316,train,denver,similarity,42.70294131233136,-103.10542292792616,"POLYGON ((-103.1065875182347 42.70208547256226, -103.1042583376176 42.70208547256226, -103.1042583376176 42.70379714030281, -103.1065875182347 42.70379714030281, -103.1065875182347 42.70208547256226))",[],[]
24317,train,other,similarity,43.2831211061744,-105.57465992976331,"POLYGON ((-105.5758245200719 43.28227330791348, -105.5734953394548 43.28227330791348, -105.5734953394548 43.28396889262088, -105.5758245200719 43.28396889262088, -105.5758245200719 43.28227330791348))",[],[]
24318,train,denver,random,41.10966971778809,-104.26211583030768,"POLYGON ((-104.2632804206162 41.10879224851818, -104.2609512399991 41.10879224851818, -104.2609512399991 41.11054717533126, -104.2632804206162 41.11054717533126, -104.2632804206162 41.10879224851818))",[],[]
24319,train,other,similarity,42.64270005427888,-88.6132724781732,"POLYGON ((-88.61443706848175 42.64184338455846, -88.61210788786464 42.64184338455846, -88.61210788786464 42.64355671220366, -88.61443706848175 42.64355671220366, -88.61443706848175 42.64184338455846))",[],[]
24320,train,none,similarity,44.22588252769481,-101.09901553120432,"POLYGON ((-101.1001801215129 44.22504798148773, -101.0978509408958 44.22504798148773, -101.0978509408958 44.22671706207051, -101.1001801215129 44.22671706207051, -101.1001801215129 44.22504798148773))",[],[]
24322,train,denver,random,39.895040326728655,-105.2638623812012,"POLYGON ((-105.2650269715098 39.89414682314247, -105.2626977908926 39.89414682314247, -105.2626977908926 39.89593381866656, -105.2650269715098 39.89593381866656, -105.2650269715098 39.89414682314247))",[],[]
24323,train,other,similarity,37.10245674073287,-99.26829736100896,"POLYGON ((-99.26946195131752 37.10152790664709, -99.2671327707004 37.10152790664709, -99.2671327707004 37.10338556342985, -99.26946195131752 37.10338556342985, -99.26946195131752 37.10152790664709))",[],[]
24324,train,denver,random,41.24557622855821,-102.6920891877356,"POLYGON ((-102.6932537780442 41.24470057805375, -102.690924597427 41.24470057805375, -102.690924597427 41.24645186732845, -102.6932537780442 41.24645186732845, -102.6932537780442 41.24470057805375))",[],[]
24325,train,permian,random,31.306377689641987,-102.88464198068117,"POLYGON ((-102.8858065709897 31.30538265726754, -102.8834773903726 31.30538265726754, -102.8834773903726 31.3073727115073, -102.8858065709897 31.3073727115073, -102.8858065709897 31.30538265726754))",[],[]
24327,train,other,similarity,45.52196646741422,-104.04978919739985,"POLYGON ((-104.0509537877084 45.52115050787943, -104.0486246070913 45.52115050787943, -104.0486246070913 45.52278241511528, -104.0509537877084 45.52278241511528, -104.0509537877084 45.52115050787943))",[],[]
24329,train,permian,city,31.410825016192987,-103.49922964465732,"POLYGON ((-103.5003942349659 31.40983108859694, -103.4980650543488 31.40983108859694, -103.4980650543488 31.41181893326013, -103.5003942349659 31.41181893326013, -103.5003942349659 31.40983108859694))",[],[]
24330,train,denver,wind_turbine,40.947,-103.35325,"POLYGON ((-103.35441459030856 40.94612036029881, -103.35208540969143 40.94612036029881, -103.35208540969143 40.94787962798375, -103.35441459030856 40.94787962798375, -103.35441459030856 40.94612036029881))",[],[]
24332,train,denver,random,39.79090326146586,-101.91395565624325,"POLYGON ((-101.9151202465518 39.79000840175495, -101.9127910659347 39.79000840175495, -101.9127910659347 39.79179810953619, -101.9151202465518 39.79179810953619, -101.9151202465518 39.79000840175495))",[],[]
24333,train,permian,label_expert,31.717502000000007,-103.60318300000002,"POLYGON ((-103.6043475903086 31.71651133531438, -103.6020184096915 31.71651133531438, -103.6020184096915 31.71849265409946, -103.6043475903086 31.71849265409946, -103.6043475903086 31.71651133531438))","[{'bbox': <POLYGON ((-103.602 31.718, -103.602 31.717, -103.604 31.717, -103.604 31.71...>}]","[{'bbox': [91.0, 57.0, 549.0, 583.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14205}]"
24334,train,other,similarity,47.46342006709146,-100.503509668946,"POLYGON ((-100.5046742592545 47.46263272736608, -100.5023450786374 47.46263272736608, -100.5023450786374 47.46420739502489, -100.5046742592545 47.46420739502489, -100.5046742592545 47.46263272736608))",[],[]
24337,train,denver,similarity,38.75477865618478,-103.48382017432324,"POLYGON ((-103.4849847646318 38.75387046529572, -103.4826555840147 38.75387046529572, -103.4826555840147 38.75568683551828, -103.4849847646318 38.75568683551828, -103.4849847646318 38.75387046529572))",[],[]
24339,train,denver,random,41.20071949222618,-105.0961332885013,"POLYGON ((-105.0972978788099 41.19984324088236, -105.0949686981927 41.19984324088236, -105.0949686981927 41.20159573183823, -105.0972978788099 41.20159573183823, -105.0972978788099 41.19984324088236))",[],[]
24343,train,permian,random,30.13044345338721,-101.61208541435278,"POLYGON ((-101.61325000466134 30.129436211761856, -101.6109208240442 30.129436211761856, -101.6109208240442 30.131450684735707, -101.61325000466134 30.131450684735707, -101.61325000466134 30.129436211761856))",[],[]
24344,train,permian,similarity,31.960778244606608,-102.25186203033324,"POLYGON ((-102.2530266206418 31.95979018846709, -102.2506974400247 31.95979018846709, -102.2506974400247 31.96176629011538, -102.2530266206418 31.96176629011538, -102.2530266206418 31.95979018846709))","[{'bbox': <POLYGON ((-102.251 31.961, -102.251 31.96, -102.252 31.96, -102.252 31.961,...>}]","[{'bbox': [216, 322, 511, 568], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14212}]"
24345,train,other,similarity,30.255792115899524,-90.49194028525024,"POLYGON ((-90.4931048755588 30.25478615560532, -90.49077569494168 30.25478615560532, -90.49077569494168 30.25679806589128, -90.4931048755588 30.25679806589128, -90.4931048755588 30.25478615560532))",[],[]
24347,train,none,similarity,41.54843745478856,-71.4175463639261,"POLYGON ((-71.41871095423465 41.54756587502492, -71.41638177361753 41.54756587502492, -71.41638177361753 41.5493090228023, -71.41871095423465 41.5493090228023, -71.41871095423465 41.54756587502492))",[],[]
24349,train,permian,road,33.68934205178445,-102.31926486312548,"POLYGON ((-102.32042945343403 33.68837304043339, -102.31810027281692 33.68837304043339, -102.31810027281692 33.69031105221038, -102.32042945343403 33.69031105221038, -102.32042945343403 33.68837304043339))",[],[]
24350,train,none,similarity,38.25012770669591,-106.7257780089986,"POLYGON ((-106.7269425993072 38.24921313006175, -106.72461341869 38.24921313006175, -106.72461341869 38.25104227182139, -106.7269425993072 38.25104227182139, -106.7269425993072 38.24921313006175))",[],[]
24352,train,permian,random,32.350822680463416,-103.15669703219436,"POLYGON ((-103.1578616225029 32.34983884375704, -103.1555324418858 32.34983884375704, -103.1555324418858 32.3518065064692, -103.1578616225029 32.3518065064692, -103.1578616225029 32.34983884375704))",[],[]
24353,train,permian,similarity,30.68288372700544,-100.93992337913276,"POLYGON ((-100.9410879694413 30.68188216861373, -100.9387587888242 30.68188216861373, -100.9387587888242 30.68388527500899, -100.9410879694413 30.68388527500899, -100.9410879694413 30.68188216861373))",[],[]
24354,train,denver,label_expert,40.33373900000001,-104.591098,"POLYGON ((-104.5922625903085 40.33285124172244, -104.5899334096914 40.33285124172244, -104.5899334096914 40.33462674659854, -104.5922625903085 40.33462674659854, -104.5922625903085 40.33285124172244))","[{'bbox': <POLYGON ((-104.591 40.334, -104.591 40.333, -104.591 40.333, -104.591 40.33...>}]","[{'bbox': [214.0, 225.0, 426.0, 415.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14216}]"
24358,train,other,similarity,46.075351022531066,-107.27151388720172,"POLYGON ((-107.2726784775103 46.07454312663712, -107.2703492968932 46.07454312663712, -107.2703492968932 46.07615890659764, -107.2726784775103 46.07615890659764, -107.2726784775103 46.07454312663712))",[],[]
24360,train,permian,random,32.28451364008154,-102.33753906767696,"POLYGON ((-102.3387036579855 32.28352908283332, -102.3363744773684 32.28352908283332, -102.3363744773684 32.28549818664093, -102.3387036579855 32.28549818664093, -102.3387036579855 32.28352908283332))",[],[]
24363,train,none,similarity,45.5929909392781,-108.74721567834072,"POLYGON ((-108.7483802686493 45.59217601043415, -108.7460510880322 45.59217601043415, -108.7460510880322 45.59380585628891, -108.7483802686493 45.59380585628891, -108.7483802686493 45.59217601043415))",[],[]
24365,train,denver,road,39.118184990711576,-101.81205842942605,"POLYGON ((-101.81322301973461 39.11728144195366, -101.81089383911747 39.11728144195366, -101.81089383911747 39.11908852788238, -101.81322301973461 39.11908852788238, -101.81322301973461 39.11728144195366))",[],[]
24366,train,none,similarity,47.57856268326147,-98.8489381679253,"POLYGON ((-98.85010275823385 47.57777706962718, -98.84777357761672 47.57777706962718, -98.84777357761672 47.57934828510797, -98.85010275823385 47.57934828510797, -98.85010275823385 47.57777706962718))",[],[]
24367,train,none,similarity,30.12208471013409,-104.59107159595747,"POLYGON ((-104.592236186266 30.12107738323592, -104.5899070056489 30.12107738323592, -104.5899070056489 30.12309202675712, -104.592236186266 30.12309202675712, -104.592236186266 30.12107738323592))",[],[]
24369,train,permian,random,33.22139910840094,-101.2631393591242,"POLYGON ((-101.2643039494327 33.22042485360065, -101.2619747688156 33.22042485360065, -101.2619747688156 33.22237335235189, -101.2643039494327 33.22237335235189, -101.2643039494327 33.22042485360065))",[],[]
24375,train,permian,city,33.187739120793296,-102.28260583538982,"POLYGON ((-102.2837704256984 33.18676449132341, -102.2814412450813 33.18676449132341, -102.2814412450813 33.18871373941941, -102.2837704256984 33.18871373941941, -102.2837704256984 33.18676449132341))",[],[]
24378,train,none,similarity,45.89988123465211,-119.3460252852066,"POLYGON ((-119.3471898755151 45.89907077370511, -119.344860694898 45.89907077370511, -119.344860694898 45.90069168376927, -119.3471898755151 45.90069168376927, -119.3471898755151 45.89907077370511))",[],[]
24379,train,denver,similarity,39.12021272100949,-102.3967268043794,"POLYGON ((-102.397891394688 39.11930919825583, -102.3955622140708 39.11930919825583, -102.3955622140708 39.12111623217586, -102.397891394688 39.12111623217586, -102.397891394688 39.11930919825583))",[],[]
24380,train,none,similarity,45.42488838584629,-114.13542739741833,"POLYGON ((-114.1365919877269 45.42407101956511, -114.1342628071098 45.42407101956511, -114.1342628071098 45.42570574029306, -114.1365919877269 45.42570574029306, -114.1365919877269 45.42407101956511))",[],[]
24381,train,none,similarity,48.7438525156318,-97.9435815254923,"POLYGON ((-97.94474611580085 48.74308454807765, -97.94241693518373 48.74308454807765, -97.94241693518373 48.74462047145118, -97.94474611580085 48.74462047145118, -97.94474611580085 48.74308454807765))",[],[]
24383,train,permian,random,32.46458348907213,-104.3969113565283,"POLYGON ((-104.3980759468369 32.46360089160755, -104.3957467662197 32.46360089160755, -104.3957467662197 32.46556607581612, -104.3980759468369 32.46556607581612, -104.3980759468369 32.46360089160755))",[],[]
24384,train,denver,city,42.3259836433084,-103.07951392980948,"POLYGON ((-103.080678520118 42.32512262574583, -103.0783493395009 42.32512262574583, -103.0783493395009 42.32684464908679, -103.080678520118 42.32684464908679, -103.080678520118 42.32512262574583))",[],[]
24386,train,permian,city,30.7044828636082,-101.19696377889166,"POLYGON ((-101.1981283692002 30.70348152931264, -101.1957991885831 30.70348152931264, -101.1957991885831 30.70548418751133, -101.1981283692002 30.70548418751133, -101.1981283692002 30.70348152931264))",[],[]
24387,train,denver,city,38.68889592833224,-104.70297117523276,"POLYGON ((-104.7041357655413 38.68798689976794, -104.7018065849242 38.68798689976794, -104.7018065849242 38.68980494534689, -104.7041357655413 38.68980494534689, -104.7041357655413 38.68798689976794))",[],[]
24389,train,denver,label_crowdsource,40.54816,-102.32825,"POLYGON ((-102.3294272994492 40.54905804555013, -102.3270727005508 40.54905804555013, -102.3270727320023 40.54726194231399, -102.3294272679977 40.54726194231399, -102.3294272994492 40.54905804555013))","[{'bbox': <POLYGON ((-102.328 40.548, -102.328 40.548, -102.328 40.548, -102.328 40.54...>}]","[{'bbox': [275.2, 286.72, 336.2133333333333, 357.5466666666666], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 14241}]"
