line_id,kind,split,length_m,parent,clean,max_prob
road_1064_1,road,val,39.20707031996713,road_1064,True,0.972
road_1064_2,road,val,39.142751661932365,road_1064,True,0.976
road_1065_0,road,val,29.767849327345438,road_1065,True,0.944
road_1065_1,road,val,29.843421059122083,road_1065,True,0.978
road_1065_2,road,val,29.8425996726688,road_1065,True,0.985
road_1066_0,road,val,15.986930539166849,road_1066,True,0.962
road_1067_0,road,val,38.865455093083185,road_1067,True,0.912
road_1067_1,road,val,38.86326734176944,road_1067,True,0.965
road_1068_1,road,val,35.885384371199585,road_1068,False,0.983
road_1068_2,road,val,35.88240349398856,road_1068,False,0.971
road_1068_3,road,val,35.85350604014357,road_1068,False,0.992
road_1068_4,road,val,35.86646989411792,road_1068,False,0.929
road_1069_0,road,val,37.84605487082323,road_1069,True,0.972
road_1069_1,road,val,37.856845374473025,road_1069,True,0.996
road_1069_2,road,val,37.8059062732891,road_1069,True,0.97
road_1069_3,road,val,37.84744578798582,road_1069,True,0.978
road_1070_0,road,val,30.433869327415792,road_1070,True,0.959
road_1070_1,road,val,30.40397245386581,road_1070,True,0.856
road_1070_2,road,val,30.432104859189632,road_1070,True,0.973
road_1070_3,road,val,30.431538120440425,road_1070,True,0.97
road_1087_0,road,val,29.927739183030567,road_1087,True,0.987
road_1087_1,road,val,29.89837955429255,road_1087,True,0.982
road_1087_2,road,val,29.924920303755457,road_1087,True,0.966
road_1088_0,road,val,13.283458954468987,road_1088,True,0.852
road_1089_2,road,val,31.8853016740917,road_1089,False,0.972
road_1106_0,road,val,25.928274402854953,road_1106,True,0.911
road_1106_1,road,val,25.928407675757803,road_1106,True,0.929
road_1114_7,road,test,39.67687674528432,road_1114,False,0.973
road_1114_8,road,test,39.59835219390162,road_1114,False,0.974
road_1115_0,road,test,34.507044213101025,road_1115,True,0.976
road_1115_1,road,test,34.51693341509211,road_1115,True,0.988
road_1115_2,road,test,34.531081218272604,road_1115,True,0.99
road_1115_3,road,test,34.52759735575157,road_1115,True,0.99
road_1115_4,road,test,34.53044913258769,road_1115,True,0.984
road_1157_4,road,val,33.88523350901944,road_1157,False,0.991
road_1157_5,road,val,33.743491793367056,road_1157,False,0.949
road_1160_1,road,test,33.65033986973881,road_1160,False,0.976
road_1162_1,road,test,35.54523837042695,road_1162,False,0.985
road_1162_2,road,test,35.564549316877205,road_1162,False,0.985
road_1162_3,road,test,35.238390625978035,road_1162,False,0.994
road_1164_0,road,test,38.07215538041625,road_1164,False,0.98
road_1165_0,road,test,35.09899552204693,road_1165,False,0.965
road_1165_1,road,test,35.07746456019235,road_1165,False,0.963
road_1166_0,road,test,39.1519122848634,road_1166,False,0.941
road_1166_1,road,test,39.47186141153754,road_1166,False,0.979
road_1166_2,road,test,39.45063960677977,road_1166,False,0.977
road_1166_3,road,test,39.41395361687916,road_1166,False,0.958
road_1166_4,road,test,39.46681906561113,road_1166,False,0.98
road_1166_5,road,test,39.47273020061772,road_1166,False,0.973
road_1166_6,road,test,39.39787345542371,road_1166,False,0.906
road_1166_7,road,test,39.36093580660899,road_1166,False,0.954
road_1166_8,road,test,39.45315329809027,road_1166,False,0.966
road_1166_9,road,test,39.46173059670201,road_1166,False,0.935
road_1166_10,road,val,39.419292986585745,road_1166,False,0.965
road_1166_11,road,val,39.44954975436871,road_1166,False,0.957
road_1166_12,road,val,39.45265140608169,road_1166,False,0.959
road_1166_13,road,val,39.32109563421784,road_1166,False,0.956
road_1166_14,road,val,39.42792924165052,road_1166,False,0.919
road_1166_15,road,val,39.46020080473292,road_1166,False,0.989
road_1167_0,road,val,38.56926811180704,road_1167,True,0.976
road_1167_1,road,val,38.529321862141785,road_1167,True,0.98
road_1168_0,road,val,29.825774874195304,road_1168,True,0.844
road_1169_0,road,val,30.320487108235355,road_1169,True,0.913
road_1169_1,road,val,30.24115357922063,road_1169,True,0.951
road_1169_2,road,val,30.34318390763545,road_1169,True,0.947
road_1169_3,road,val,30.31608599739508,road_1169,True,0.896
road_1170_0,road,test,24.389214944486955,road_1170,True,0.875
road_1170_1,road,test,24.390803920636742,road_1170,True,0.872
road_1171_0,road,test,20.413839318022337,road_1171,True,0.829
road_1171_1,road,test,20.413839318138617,road_1171,True,0.831
road_1173_0,road,test,32.79231954825726,road_1173,True,0.954
road_1173_1,road,test,32.82090483678523,road_1173,True,0.988
road_1173_2,road,test,32.72762197168162,road_1173,True,0.977
road_1174_2,road,test,29.19488907576706,road_1174,False,0.989
road_1177_0,road,test,37.9886860926056,road_1177,False,0.995
road_1177_1,road,test,37.949834493407906,road_1177,False,0.947
road_1177_2,road,test,37.98082120364843,road_1177,False,0.959
road_1177_3,road,test,37.990519614130676,road_1177,False,0.974
road_1177_4,road,test,37.82873159716247,road_1177,False,0.988
road_1177_5,road,test,37.9965064005571,road_1177,False,0.994
road_1178_0,road,val,37.63851063896493,road_1178,False,0.986
road_1240_5,road,val,33.665366101259735,road_1240,True,0.973
road_1241_0,road,val,28.015730200138748,road_1241,True,0.832
road_1241_1,road,val,27.999924078843748,road_1241,True,0.887
road_1242_0,road,val,27.794536008762716,road_1242,True,0.945
road_1242_1,road,val,27.740861037475923,road_1242,True,0.977
road_1242_2,road,val,27.780767814189957,road_1242,True,0.942
road_1243_0,road,val,30.281945338867363,road_1243,True,0.929
road_1243_1,road,val,30.294488754896722,road_1243,True,0.807
road_1243_2,road,val,30.319525849983535,road_1243,True,0.917
road_1244_0,road,val,31.13656760934665,road_1244,True,0.955
road_1245_0,road,val,31.589017769336763,road_1245,True,0.858
road_1245_1,road,val,31.63168162363595,road_1245,True,0.854
road_1245_2,road,val,31.617866192603397,road_1245,True,0.913
road_1246_0,road,val,25.206508058018223,road_1246,True,0.938
road_1246_1,road,val,25.365166731893765,road_1246,True,0.948
road_1247_0,road,val,35.718532811624385,road_1247,False,0.991
road_1247_1,road,val,35.59224965809342,road_1247,False,0.972
road_1269_3,road,val,37.276423927888914,road_1269,False,0.939
road_1269_4,road,val,37.301929263908306,road_1269,False,0.965
road_1269_5,road,val,37.29876375929751,road_1269,False,0.953
road_1269_6,road,val,37.30313268234691,road_1269,False,0.962
road_1269_7,road,val,37.30141289694711,road_1269,False,0.723
road_1269_8,road,val,36.3628296876724,road_1269,False,0.842
road_1270_0,road,val,32.69115376929349,road_1270,True,0.775
road_1271_0,road,val,38.07957883909901,road_1271,True,0.865
road_1272_4,road,val,36.58824772669844,road_1272,False,0.949
road_1293_0,road,test,32.62059773565067,road_1293,True,0.971
road_1293_1,road,test,32.614694227891555,road_1293,True,0.807
road_1293_2,road,test,32.62106864207558,road_1293,True,0.806
road_1293_3,road,test,32.620299292809484,road_1293,True,0.917
road_1294_0,road,test,29.630721167834924,road_1294,True,0.947
road_1294_1,road,test,29.60311495830552,road_1294,True,0.96
road_1294_2,road,test,29.62080744672285,road_1294,True,0.743
road_1295_0,road,test,21.417842326837402,road_1295,True,0.783
road_1295_1,road,test,21.40022664254267,road_1295,True,0.935
road_1296_0,road,test,35.771645569807774,road_1296,True,0.948
road_1296_1,road,test,35.77873750482003,road_1296,True,0.91
road_1297_0,road,test,25.618546275506418,road_1297,True,0.908
road_1297_1,road,test,25.616310812188804,road_1297,True,0.866
road_1298_0,road,test,29.694588592710485,road_1298,True,0.98
road_1298_1,road,test,29.66768639382974,road_1298,True,0.9
road_1299_0,road,test,29.58034042224217,road_1299,True,0.967
road_1299_1,road,test,29.5578203224743,road_1299,True,0.987
road_1299_2,road,test,29.475257460289104,road_1299,True,0.97
road_1300_0,road,test,35.995305117487305,road_1300,True,0.889
road_1300_1,road,test,36.05554819726911,road_1300,True,0.95
road_1300_2,road,test,36.13768218889648,road_1300,True,0.965
road_1301_0,road,test,33.71861281425904,road_1301,True,0.956
road_1301_1,road,test,33.73230945987173,road_1301,True,0.875
road_1301_2,road,test,33.712284125679325,road_1301,True,0.951
road_1301_3,road,test,33.52704027384203,road_1301,True,0.912
road_1301_4,road,test,33.72229112115157,road_1301,True,0.968
road_1302_0,road,test,38.50107925777577,road_1302,True,0.967
road_1302_1,road,test,38.50566894468969,road_1302,True,0.953
road_1302_2,road,test,38.50127841881839,road_1302,True,0.926
road_1302_3,road,test,38.511202819187424,road_1302,True,0.929
road_1302_4,road,test,38.46231644463632,road_1302,True,0.882
road_1303_0,road,test,33.15331633974221,road_1303,True,0.949
road_1304_0,road,test,30.38198692024058,road_1304,True,0.899
road_1305_0,road,test,38.28791184151882,road_1305,True,0.76
road_1306_0,road,test,27.751843891824777,road_1306,True,0.786
road_1306_1,road,test,27.753321688998362,road_1306,True,0.249
road_1306_2,road,test,27.679250435638394,road_1306,True,0.8
road_1307_0,road,test,32.184937362854264,road_1307,True,0.942
road_1307_1,road,test,30.93614422858921,road_1307,True,0.369
road_1307_2,road,test,31.893303033702246,road_1307,True,0.893
road_1308_0,road,test,29.44603277392992,road_1308,True,0.992
road_1308_1,road,test,29.434587121586155,road_1308,True,0.986
road_1308_2,road,test,29.428210570308938,road_1308,True,0.896
road_1309_0,road,test,27.87845781858936,road_1309,True,0.677
road_1309_1,road,test,27.748703374781925,road_1309,True,0.656
road_1309_2,road,test,27.725065264351002,road_1309,True,0.946
road_1310_0,road,test,22.402618570926517,road_1310,True,0.478
road_1310_1,road,test,22.417519842512686,road_1310,True,0.601
road_1311_0,road,test,35.667824452897385,road_1311,True,0.958
road_1311_1,road,test,35.70202747190522,road_1311,True,0.933
road_1311_2,road,test,35.69350636107403,road_1311,True,0.964
road_1311_3,road,test,35.73940516443854,road_1311,True,0.957
road_1312_0,road,test,29.373125208430306,road_1312,True,0.947
road_1312_1,road,test,29.40976900525844,road_1312,True,0.951
road_1317_0,road,test,32.27544332902023,road_1317,True,0.699
road_1317_1,road,test,32.20049726909642,road_1317,True,0.983
road_1317_2,road,test,32.27985038871438,road_1317,True,0.971
road_1318_0,road,test,28.760880231965224,road_1318,True,0.899
road_1318_1,road,test,28.823986649694746,road_1318,True,0.926
road_1339_0,road,val,21.101560078557284,road_1339,True,0.901
road_1340_3,road,val,34.965669930263985,road_1340,True,0.947
road_1341_0,road,val,14.292698471703405,road_1341,True,0.876
road_1342_1,road,val,39.786463972269615,road_1342,True,0.761
road_1342_2,road,val,39.59217659888731,road_1342,True,0.887
road_1343_0,road,val,25.468623653798016,road_1343,True,0.875
road_1343_1,road,val,25.48222093763339,road_1343,True,0.868
road_1344_0,road,test,20.1873197419751,road_1344,True,0.81
road_1344_1,road,test,20.187412467877756,road_1344,True,0.874
road_1385_13,road,val,38.58633068560831,road_1385,False,0.979
road_1385_14,road,val,38.649540747275346,road_1385,False,0.99
road_1389_0,road,val,35.44940708964591,road_1389,False,0.918
road_1389_1,road,val,35.465051544586565,road_1389,False,0.918
road_1389_2,road,val,35.55432182649698,road_1389,False,0.953
road_1400_6,road,test,39.54237550431706,road_1400,True,0.973
road_1400_7,road,test,39.51406943093305,road_1400,True,0.978
road_1400_8,road,test,39.538599905383585,road_1400,True,0.871
road_1400_9,road,test,39.43639844564236,road_1400,True,0.976
road_1400_10,road,test,39.530177034045884,road_1400,True,0.99
road_1400_11,road,test,39.53551317425905,road_1400,True,0.984
road_1400_12,road,test,39.527939677101735,road_1400,True,0.989
road_1400_13,road,test,39.49898922631927,road_1400,True,0.994
road_1400_14,road,test,39.540153328481416,road_1400,True,0.997
road_1400_15,road,test,39.541854877956666,road_1400,True,0.99
road_1401_0,road,test,38.02599182349989,road_1401,True,0.997
road_1401_1,road,test,38.12100742588342,road_1401,True,0.997
road_1401_2,road,test,38.121832613557004,road_1401,True,0.997
road_1401_3,road,test,38.092323889902396,road_1401,True,0.987
road_1401_4,road,test,38.09784084074736,road_1401,True,0.998
road_1401_5,road,test,38.07163220680171,road_1401,True,0.998
road_1401_6,road,test,38.11028381085371,road_1401,True,0.988
road_1401_7,road,test,38.06726062669853,road_1401,True,0.976
road_1401_8,road,test,37.20276484775119,road_1401,True,0.958
road_1401_9,road,test,37.709996927330415,road_1401,True,0.959
road_1401_10,road,test,35.90664280998698,road_1401,True,0.956
road_1402_0,road,test,33.675234724615784,road_1402,True,0.973
road_1402_1,road,test,33.79002189179616,road_1402,True,0.99
road_1402_2,road,test,33.817857135561255,road_1402,True,0.995
road_1404_0,road,test,32.78713104000712,road_1404,True,0.968
road_1404_1,road,test,32.80318618486241,road_1404,True,0.966
road_1405_1,road,test,30.433530210102283,road_1405,True,0.932
road_1405_2,road,test,30.253143836481424,road_1405,True,0.945
road_1406_0,road,test,36.54287510841422,road_1406,True,0.946
road_1406_1,road,test,36.68738810561719,road_1406,True,0.939
road_1406_2,road,test,36.692454608158265,road_1406,True,0.975
road_1406_3,road,test,36.692196986836855,road_1406,True,0.901
road_1407_0,road,test,38.349404975600265,road_1407,True,0.984
road_1407_1,road,test,38.35391701048318,road_1407,True,0.929
road_1407_2,road,test,38.339040374336705,road_1407,True,0.974
road_1407_3,road,test,38.24889480289973,road_1407,True,0.969
road_1407_4,road,test,38.33846080597179,road_1407,True,0.955
road_1408_0,road,test,36.64882621265073,road_1408,True,0.799
road_1408_1,road,test,36.65046090839009,road_1408,True,0.983
road_1408_2,road,test,36.613122966610405,road_1408,True,0.993
road_1408_3,road,test,36.58330410271765,road_1408,True,0.981
road_1408_4,road,test,36.645598363028704,road_1408,True,0.972
road_1408_5,road,test,36.64752281020995,road_1408,True,0.899
road_1408_6,road,test,36.63803312400437,road_1408,True,0.93
road_1408_7,road,test,36.64646995034022,road_1408,True,0.841
road_1408_8,road,test,36.56979650983309,road_1408,True,0.779
road_1408_9,road,test,36.642411092813646,road_1408,True,0.958
road_1408_10,road,test,36.64495396099581,road_1408,True,0.985
road_1409_0,road,test,22.440394278683126,road_1409,True,0.704
road_1409_1,road,test,22.442515494645747,road_1409,True,0.871
road_1410_0,road,test,34.2315938754395,road_1410,True,0.947
road_1411_0,road,test,21.413261644461983,road_1411,True,0.858
road_1411_1,road,test,21.33807152967434,road_1411,True,0.89
road_1412_0,road,test,36.80212834617604,road_1412,True,0.914
road_1413_0,road,test,39.27575658778298,road_1413,False,0.845
road_1413_1,road,test,39.279937739522026,road_1413,False,0.922
road_1413_2,road,test,39.28711577167581,road_1413,False,0.973
road_1413_3,road,test,39.28859698177683,road_1413,False,0.988
road_1413_4,road,test,39.28788067182606,road_1413,False,0.717
road_1413_5,road,test,39.268493968696454,road_1413,False,0.928
road_1413_6,road,test,39.26431395419215,road_1413,False,0.957
road_1413_7,road,test,39.212833389095174,road_1413,False,0.981
road_1413_8,road,test,39.26594986290187,road_1413,False,0.984
road_1413_9,road,test,39.28390398079197,road_1413,False,0.981
road_1417_0,road,test,37.914605657934445,road_1417,False,0.978
road_1428_0,road,test,32.15220356642534,road_1428,True,0.927
road_1428_1,road,test,32.176906138514205,road_1428,True,0.995
road_1428_2,road,test,32.175354324738805,road_1428,True,0.997
road_1428_3,road,test,32.13561953518526,road_1428,True,0.991
road_1428_4,road,test,32.17724591659048,road_1428,True,0.889
road_1429_0,road,test,39.849616948637575,road_1429,True,0.962
road_1429_1,road,test,39.815247441852335,road_1429,True,0.954
road_1430_2,road,test,38.44909879822091,road_1430,True,0.983
road_1430_3,road,test,38.461044887240845,road_1430,True,0.969
road_1430_4,road,test,38.41904633421876,road_1430,True,0.971
road_1430_5,road,test,38.10211040264396,road_1430,True,0.948
road_1445_0,road,test,38.99363921901278,road_1445,True,0.981
road_1448_0,road,test,17.780045193973613,road_1448,True,0.939
road_1449_0,road,test,39.744917868029134,road_1449,True,0.942
road_1449_1,road,test,39.76817084592663,road_1449,True,0.912
road_1449_2,road,test,39.74597459867553,road_1449,True,0.948
road_1449_3,road,test,39.759435557047006,road_1449,True,0.965
road_1449_4,road,test,39.73973433745307,road_1449,True,0.981
road_1449_5,road,test,39.610321781566846,road_1449,True,0.945
road_1449_6,road,test,39.69827270986164,road_1449,True,0.818
road_1450_0,road,test,35.413534685911806,road_1450,True,0.966
road_1450_1,road,test,35.68419001612928,road_1450,True,0.98
road_1450_2,road,test,35.580223631398425,road_1450,True,0.992
road_1450_3,road,test,35.718882106390794,road_1450,True,0.987
road_1450_4,road,test,35.72476346584683,road_1450,True,0.928
road_1450_5,road,test,35.724397334292775,road_1450,True,0.992
road_1451_0,road,test,35.08564623060392,road_1451,True,0.945
road_1451_1,road,test,35.09756199289939,road_1451,True,0.973
road_1452_0,road,test,38.21856713657823,road_1452,True,0.823
road_1464_0,road,val,39.20011420362366,road_1464,True,0.988
road_1464_1,road,val,38.71130256072951,road_1464,True,0.795
road_1471_1,road,val,38.21949654101252,road_1471,False,0.982
road_1471_2,road,val,38.21227790584478,road_1471,False,0.993
road_1471_3,road,val,38.19857937941357,road_1471,False,0.979
road_1471_4,road,val,38.238359663850126,road_1471,False,0.975
road_1472_0,road,val,30.455052819285115,road_1472,True,0.974
road_1472_1,road,val,30.475464839436093,road_1472,True,0.984
road_1472_2,road,val,30.473736743825462,road_1472,True,0.94
road_1473_0,road,val,33.18961960553183,road_1473,True,0.919
road_1473_1,road,val,33.222780582866775,road_1473,True,0.815
road_1474_0,road,val,39.48466826906458,road_1474,False,0.968
road_1474_1,road,val,39.47342001683595,road_1474,False,0.952
road_1474_2,road,val,39.47486935641382,road_1474,False,0.956
road_1474_3,road,val,39.48390698499287,road_1474,False,0.97
road_1474_4,road,val,39.47676136446309,road_1474,False,0.98
road_1474_7,road,test,39.484371405308146,road_1474,False,0.993
road_1474_8,road,test,39.45389314848334,road_1474,False,0.971
road_1474_9,road,test,37.68747291426739,road_1474,False,0.972
road_1474_10,road,test,39.48131807959669,road_1474,False,0.934
road_1474_11,road,test,37.30749042706069,road_1474,False,0.959
road_1474_12,road,test,39.44257351420065,road_1474,False,0.996
road_1474_13,road,test,39.46370430862245,road_1474,False,0.996
road_1475_0,road,test,20.517814410035424,road_1475,True,0.994
road_1476_0,road,test,37.28731070662369,road_1476,False,0.991
road_1476_1,road,test,36.90914242209261,road_1476,False,0.985
road_1476_2,road,test,37.27856316830386,road_1476,False,0.93
road_1476_3,road,test,37.258957257413975,road_1476,False,0.943
road_1477_1,road,test,33.730187487990854,road_1477,False,0.984
road_1477_2,road,test,33.7009811939717,road_1477,False,0.984
road_1477_3,road,test,33.73069545791879,road_1477,False,0.962
road_1478_0,road,test,21.580792512914975,road_1478,True,0.973
road_1478_1,road,test,21.590746289170838,road_1478,True,0.965
road_1480_5,road,test,38.82776810106945,road_1480,False,0.981
road_1480_6,road,test,38.81963817659025,road_1480,False,0.968
road_1480_7,road,test,38.7481922362955,road_1480,False,0.968
road_1480_8,road,test,38.79539078029758,road_1480,False,0.96
road_1480_9,road,test,38.62228158372184,road_1480,False,0.934
road_1480_10,road,test,38.619893002097236,road_1480,False,0.944
road_1480_11,road,test,38.78276474659111,road_1480,False,0.975
road_1481_0,road,test,34.571700762277395,road_1481,False,0.905
road_1481_1,road,test,34.64358861149164,road_1481,False,0.965
road_1481_2,road,test,34.638255156359904,road_1481,False,0.927
road_1481_3,road,test,34.63717134904297,road_1481,False,0.934
road_1483_0,road,test,35.96079401795897,road_1483,True,0.966
road_1483_1,road,test,35.86725528433477,road_1483,True,0.952
road_1483_2,road,test,35.99043074341294,road_1483,True,0.961
road_1483_3,road,test,36.048547141695835,road_1483,True,0.947
road_1483_4,road,test,36.0446727550275,road_1483,True,0.902
road_1485_0,road,test,32.31535500681534,road_1485,True,0.906
road_1485_1,road,test,32.31585686731404,road_1485,True,0.985
road_1485_2,road,test,32.22682012448082,road_1485,True,0.989
road_1486_0,road,test,38.189130374260834,road_1486,False,0.983
road_1486_1,road,test,38.32323097515663,road_1486,False,0.986
road_1486_2,road,test,38.358465815022775,road_1486,False,0.989
road_1486_3,road,test,37.23279597309494,road_1486,False,0.971
road_1486_4,road,test,38.24818612176729,road_1486,False,0.982
road_1486_5,road,test,38.19437394829593,road_1486,False,0.978
road_1486_6,road,test,38.34729423940355,road_1486,False,0.984
road_1486_7,road,test,38.339598728348406,road_1486,False,0.984
road_1486_8,road,test,38.35570834381026,road_1486,False,0.976
road_1486_9,road,test,38.348832102430435,road_1486,False,0.989
road_1487_0,road,test,36.475191821286245,road_1487,True,0.964
road_1487_1,road,test,36.476475872287395,road_1487,True,0.98
road_1487_2,road,test,36.299037008628616,road_1487,True,0.934
road_1487_3,road,test,36.44473001727113,road_1487,True,0.974
road_1487_4,road,test,36.409874553179385,road_1487,True,0.972
road_1487_5,road,test,36.213349514794814,road_1487,True,0.947
road_1487_6,road,test,36.47436157320894,road_1487,True,0.992
road_1487_7,road,test,36.47575576236709,road_1487,True,0.991
road_1487_8,road,test,36.42186987679337,road_1487,True,0.966
road_1487_9,road,test,36.474329245116934,road_1487,True,0.954
road_1487_10,road,test,36.4666732937226,road_1487,True,0.888
road_1488_0,road,test,39.401491510469235,road_1488,True,0.974
road_1488_1,road,test,39.40304705471669,road_1488,True,0.971
road_1488_2,road,test,39.266628376232426,road_1488,True,0.982
road_1489_0,road,test,35.48895221314921,road_1489,True,0.946
road_1489_1,road,test,35.489605600305836,road_1489,True,0.946
road_1489_2,road,test,35.485016228422,road_1489,True,0.938
road_1489_3,road,test,35.39816291749534,road_1489,True,0.916
road_1490_0,road,test,22.967105417812753,road_1490,True,0.985
road_1490_1,road,test,22.9687809379879,road_1490,True,0.987
road_1491_0,road,test,33.47775919376285,road_1491,True,0.901
road_1491_1,road,test,33.515780447209494,road_1491,True,0.968
road_1491_2,road,test,33.59636279455775,road_1491,True,0.966
road_1491_3,road,test,33.477842263151445,road_1491,True,0.934
road_1492_0,road,test,34.80180227817534,road_1492,True,0.983
road_1492_1,road,test,34.68207946598396,road_1492,True,0.976
road_1492_2,road,test,34.789831372876456,road_1492,True,0.949
road_1492_3,road,test,34.76982742602088,road_1492,True,0.97
road_1492_4,road,test,34.748529747752364,road_1492,True,0.931
road_1492_5,road,test,34.702133792412575,road_1492,True,0.938
road_1493_0,road,test,34.9532068885394,road_1493,False,0.928
road_1493_1,road,test,34.933394055054734,road_1493,False,0.976
road_1502_1,road,test,36.723713372278795,road_1502,False,0.939
road_1502_2,road,test,36.85569561999299,road_1502,False,0.979
road_1502_3,road,test,36.7530986143832,road_1502,False,0.951
road_1502_4,road,test,36.92692003750229,road_1502,False,0.98
road_1502_5,road,test,36.913048606119375,road_1502,False,0.973
road_1502_6,road,test,36.785934588980446,road_1502,False,0.93
road_1502_7,road,test,36.92339891680233,road_1502,False,0.967
road_1502_8,road,test,36.23313767859574,road_1502,False,0.912
road_1502_9,road,test,36.72205864814562,road_1502,False,0.961
road_1502_10,road,test,36.86766441042674,road_1502,False,0.971
road_1502_11,road,test,36.91492543710294,road_1502,False,0.972
road_1503_1,road,test,30.601353563144706,road_1503,False,0.966
road_1503_2,road,test,30.405026830320082,road_1503,False,0.944
road_1503_3,road,test,30.605959030733025,road_1503,False,0.979
road_1504_0,road,test,35.46277904393323,road_1504,False,0.95
road_1504_1,road,test,35.38946091429281,road_1504,False,0.948
road_1512_2,road,test,36.363629352902,road_1512,False,0.988
road_1512_3,road,test,36.34131647451933,road_1512,False,0.975
road_1512_4,road,test,36.36637700564998,road_1512,False,0.992
road_1512_5,road,test,36.36323246772908,road_1512,False,0.995
road_1512_6,road,test,36.36091064912014,road_1512,False,0.964
road_1512_7,road,test,36.34549482205836,road_1512,False,0.993
road_1512_8,road,test,36.36527719055495,road_1512,False,0.993
road_1513_0,road,test,39.156830857492885,road_1513,True,0.969
road_1513_1,road,test,39.141956749749156,road_1513,True,0.992
road_1513_2,road,test,39.13732422774182,road_1513,True,0.959
road_1514_0,road,test,36.56966785575239,road_1514,True,0.902
road_1514_1,road,test,36.43887785300199,road_1514,True,0.954
road_1514_2,road,test,36.6102039351793,road_1514,True,0.97
road_1523_5,road,test,39.48823124565749,road_1523,False,0.995
road_1523_6,road,test,39.48878539561433,road_1523,False,0.979
road_1524_0,road,test,38.66342942649179,road_1524,False,0.973
road_1524_1,road,test,38.64631337283787,road_1524,False,0.971
road_1524_2,road,test,38.66257331975582,road_1524,False,0.968
road_1524_3,road,test,38.65926890109155,road_1524,False,0.981
road_1524_4,road,test,38.66045174411302,road_1524,False,0.985
road_1524_5,road,test,38.583311724105215,road_1524,False,0.972
road_1524_6,road,test,38.5668709454408,road_1524,False,0.859
road_1524_7,road,test,37.587718099161116,road_1524,False,0.947
road_1524_8,road,test,38.65683946154002,road_1524,False,0.966
road_1524_9,road,test,38.663307785992345,road_1524,False,0.997
road_1524_10,road,test,38.66288626452925,road_1524,False,0.993
road_1524_11,road,test,38.66028883918148,road_1524,False,0.976
road_1524_12,road,test,38.63785361960334,road_1524,False,0.97
road_1524_13,road,test,38.65687441438888,road_1524,False,0.989
road_1524_14,road,test,38.66297290972997,road_1524,False,0.988
road_1524_15,road,test,38.66342829081094,road_1524,False,0.989
road_1525_0,road,test,36.22764704293071,road_1525,True,0.977
road_1525_1,road,test,36.1936605296972,road_1525,True,0.967
road_1525_2,road,test,36.03832479554954,road_1525,True,0.939
road_1525_3,road,test,36.19853776138392,road_1525,True,0.989
road_1526_0,road,test,26.667383921759438,road_1526,True,0.983
road_1526_1,road,test,26.448307551905373,road_1526,True,0.627
road_1526_2,road,test,26.66726611484728,road_1526,True,0.924
road_1527_0,road,test,39.64348125874462,road_1527,True,0.954
road_1527_1,road,test,37.71494763766193,road_1527,True,0.966
road_1527_2,road,test,39.6507965684729,road_1527,True,0.983
road_1528_0,road,test,38.240841994970076,road_1528,False,0.976
road_1533_5,road,test,37.68058988581093,road_1533,False,0.984
road_1533_6,road,test,37.650537323268324,road_1533,False,0.988
road_1535_0,road,test,31.206052454819652,road_1535,False,0.974
road_1538_0,road,test,32.9600476318302,road_1538,True,0.811
road_1538_1,road,test,32.933125555920974,road_1538,True,0.957
road_1539_0,road,test,31.82844608037961,road_1539,True,0.982
road_1539_1,road,test,31.815104473775847,road_1539,True,0.982
road_1539_2,road,test,31.83163201710787,road_1539,True,0.924
road_1540_0,road,test,27.577375883972593,road_1540,True,0.959
road_1540_1,road,test,27.578033063671718,road_1540,True,0.95
road_1541_0,road,test,11.111351170303744,road_1541,True,0.681
road_1542_0,road,test,39.59730436491068,road_1542,True,0.992
road_1542_1,road,test,38.28266064779911,road_1542,True,0.926
road_1542_2,road,test,39.49869408238457,road_1542,True,0.87
road_1542_3,road,test,39.53033415376211,road_1542,True,0.223
road_1543_0,road,test,35.89734995234448,road_1543,True,0.918
road_1543_1,road,test,35.978348309397326,road_1543,True,0.919
road_1543_2,road,test,35.87664212429743,road_1543,True,0.975
road_1543_3,road,test,35.973497065247976,road_1543,True,0.997
road_1543_4,road,val,35.969006140030146,road_1543,True,0.994
road_1543_5,road,val,35.943817544915134,road_1543,True,0.992
road_1543_6,road,val,35.97479578278201,road_1543,True,0.996
road_1544_0,road,test,33.39663703470517,road_1544,True,0.91
road_1544_1,road,test,33.38883276213732,road_1544,True,0.884
road_1544_2,road,test,33.396195855464214,road_1544,True,0.913
road_1544_3,road,test,33.39663703509868,road_1544,True,0.945
road_1544_4,road,test,33.370373698268345,road_1544,True,0.882
road_1545_0,road,test,39.32828318470207,road_1545,True,0.895
road_1545_1,road,test,39.255461587525744,road_1545,True,0.98
road_1546_0,road,test,33.86317375499237,road_1546,True,0.971
road_1546_1,road,test,33.82456302859054,road_1546,True,0.898
road_1546_2,road,test,33.858245299993385,road_1546,True,0.965
road_1546_3,road,test,33.87571215950456,road_1546,True,0.961
road_1547_0,road,test,35.606465033108634,road_1547,True,0.96
road_1547_1,road,test,35.58173042245878,road_1547,True,0.987
road_1547_2,road,test,35.531532450448374,road_1547,True,0.971
road_1547_3,road,test,35.609616389577155,road_1547,True,0.974
road_1547_4,road,test,35.61005233025033,road_1547,True,0.971
road_1548_0,road,test,27.684689078527512,road_1548,True,0.997
