old_path,new_path,phase,reason
data/derivatives/eval_9t_pad_thresholds/pad_missed_bookmarks_thr0p40_9t.xml,data/05_results/9t/pad/thresholds/pad_missed_bookmarks_thr0p40_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_missed_bookmarks_thr0p50_9t.xml,data/05_results/9t/pad/thresholds/pad_missed_bookmarks_thr0p50_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_missed_bookmarks_thr0p60_9t.xml,data/05_results/9t/pad/thresholds/pad_missed_bookmarks_thr0p60_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_missed_bookmarks_thr0p70_9t.xml,data/05_results/9t/pad/thresholds/pad_missed_bookmarks_thr0p70_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_missed_contactsheet_thr0p40_9t.png,data/05_results/9t/pad/thresholds/pad_missed_contactsheet_thr0p40_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_missed_contactsheet_thr0p50_9t.png,data/05_results/9t/pad/thresholds/pad_missed_contactsheet_thr0p50_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_missed_contactsheet_thr0p60_9t.png,data/05_results/9t/pad/thresholds/pad_missed_contactsheet_thr0p60_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_missed_contactsheet_thr0p70_9t.png,data/05_results/9t/pad/thresholds/pad_missed_contactsheet_thr0p70_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_threshold_found_vs_missed_summary_9t.csv,data/05_results/9t/pad/thresholds/pad_threshold_found_vs_missed_summary_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_threshold_sweep_9t.csv,data/05_results/9t/pad/thresholds/pad_threshold_sweep_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_heldout_found_vs_missed_thr0p20_9t.gpkg,data/05_results/9t/pit/thresholds/pit_heldout_found_vs_missed_thr0p20_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_heldout_found_vs_missed_thr0p20_9t.qml,data/05_results/9t/pit/thresholds/pit_heldout_found_vs_missed_thr0p20_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_heldout_found_vs_missed_thr0p30_9t.gpkg,data/05_results/9t/pit/thresholds/pit_heldout_found_vs_missed_thr0p30_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_heldout_found_vs_missed_thr0p30_9t.qml,data/05_results/9t/pit/thresholds/pit_heldout_found_vs_missed_thr0p30_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_heldout_found_vs_missed_thr0p40_9t.gpkg,data/05_results/9t/pit/thresholds/pit_heldout_found_vs_missed_thr0p40_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_heldout_found_vs_missed_thr0p40_9t.qml,data/05_results/9t/pit/thresholds/pit_heldout_found_vs_missed_thr0p40_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_heldout_found_vs_missed_thr0p50_9t.gpkg,data/05_results/9t/pit/thresholds/pit_heldout_found_vs_missed_thr0p50_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_heldout_found_vs_missed_thr0p50_9t.qml,data/05_results/9t/pit/thresholds/pit_heldout_found_vs_missed_thr0p50_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_missed_bookmarks_thr0p20_9t.xml,data/05_results/9t/pit/thresholds/pit_missed_bookmarks_thr0p20_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_missed_bookmarks_thr0p30_9t.xml,data/05_results/9t/pit/thresholds/pit_missed_bookmarks_thr0p30_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_missed_bookmarks_thr0p40_9t.xml,data/05_results/9t/pit/thresholds/pit_missed_bookmarks_thr0p40_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_missed_bookmarks_thr0p50_9t.xml,data/05_results/9t/pit/thresholds/pit_missed_bookmarks_thr0p50_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_missed_contactsheet_thr0p20_9t.png,data/05_results/9t/pit/thresholds/pit_missed_contactsheet_thr0p20_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_missed_contactsheet_thr0p30_9t.png,data/05_results/9t/pit/thresholds/pit_missed_contactsheet_thr0p30_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_missed_contactsheet_thr0p40_9t.png,data/05_results/9t/pit/thresholds/pit_missed_contactsheet_thr0p40_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_missed_contactsheet_thr0p50_9t.png,data/05_results/9t/pit/thresholds/pit_missed_contactsheet_thr0p50_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_pit_thresholds/pit_threshold_found_vs_missed_summary_9t.csv,data/05_results/9t/pit/thresholds/pit_threshold_found_vs_missed_summary_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_pit_thresholds/
data/derivatives/eval_9t_instance_precision/_reeval_9t.json,data/05_results/9t/instance_precision/_reeval_9t.json,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/detections_map_9t.png,data/05_results/9t/instance_precision/detections_map_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/iou_strictness_scale_pit_pad_9t.md,data/05_results/9t/instance_precision/iou_strictness_scale_pit_pad_9t.md,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/iou_strictness_scale_pit_pad_9t.png,data/05_results/9t/instance_precision/iou_strictness_scale_pit_pad_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/metrics_9t.csv,data/05_results/9t/instance_precision/metrics_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/precision_reeval_9t.png,data/05_results/9t/instance_precision/precision_reeval_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/scored_pad_05_maskrcnn.gpkg,data/05_results/9t/instance_precision/scored_pad_05_maskrcnn.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/scored_pad_06_yolo.gpkg,data/05_results/9t/instance_precision/scored_pad_06_yolo.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/scored_pit_07_maskrcnn.gpkg,data/05_results/9t/instance_precision/scored_pit_07_maskrcnn.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/scored_pit_08_yolo.gpkg,data/05_results/9t/instance_precision/scored_pit_08_yolo.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/scored_pit_unet_v2.gpkg,data/05_results/9t/instance_precision/scored_pit_unet_v2.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/scored_plat_unet.gpkg,data/05_results/9t/instance_precision/scored_plat_unet.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/unet_instances_pad.gpkg,data/05_results/9t/instance_precision/unet_instances_pad.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/unet_instances_pit.gpkg,data/05_results/9t/instance_precision/unet_instances_pit.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_instance_precision/val_threshold_sweep_9t.csv,data/05_results/9t/instance_precision/val_threshold_sweep_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_instance_precision/
data/derivatives/eval_9t_road_thresholds/road_heldout_found_vs_missed_thr0p20_9t.gpkg,data/05_results/9t/road/thresholds/road_heldout_found_vs_missed_thr0p20_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_heldout_found_vs_missed_thr0p20_9t.qml,data/05_results/9t/road/thresholds/road_heldout_found_vs_missed_thr0p20_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_heldout_found_vs_missed_thr0p30_9t.gpkg,data/05_results/9t/road/thresholds/road_heldout_found_vs_missed_thr0p30_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_heldout_found_vs_missed_thr0p30_9t.qml,data/05_results/9t/road/thresholds/road_heldout_found_vs_missed_thr0p30_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_heldout_found_vs_missed_thr0p40_9t.gpkg,data/05_results/9t/road/thresholds/road_heldout_found_vs_missed_thr0p40_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_heldout_found_vs_missed_thr0p40_9t.qml,data/05_results/9t/road/thresholds/road_heldout_found_vs_missed_thr0p40_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_heldout_found_vs_missed_thr0p50_9t.gpkg,data/05_results/9t/road/thresholds/road_heldout_found_vs_missed_thr0p50_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_heldout_found_vs_missed_thr0p50_9t.qml,data/05_results/9t/road/thresholds/road_heldout_found_vs_missed_thr0p50_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_heldout_max_prob_9t.csv,data/05_results/9t/road/thresholds/road_heldout_max_prob_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_missed_bookmarks_thr0p20_9t.xml,data/05_results/9t/road/thresholds/road_missed_bookmarks_thr0p20_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_missed_bookmarks_thr0p30_9t.xml,data/05_results/9t/road/thresholds/road_missed_bookmarks_thr0p30_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_missed_bookmarks_thr0p40_9t.xml,data/05_results/9t/road/thresholds/road_missed_bookmarks_thr0p40_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_missed_bookmarks_thr0p50_9t.xml,data/05_results/9t/road/thresholds/road_missed_bookmarks_thr0p50_9t.xml,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_missed_contactsheet_thr0p20_9t.png,data/05_results/9t/road/thresholds/road_missed_contactsheet_thr0p20_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_missed_contactsheet_thr0p30_9t.png,data/05_results/9t/road/thresholds/road_missed_contactsheet_thr0p30_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_missed_contactsheet_thr0p40_9t.png,data/05_results/9t/road/thresholds/road_missed_contactsheet_thr0p40_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_missed_contactsheet_thr0p50_9t.png,data/05_results/9t/road/thresholds/road_missed_contactsheet_thr0p50_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_threshold_found_vs_missed_summary_9t.csv,data/05_results/9t/road/thresholds/road_threshold_found_vs_missed_summary_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_road_thresholds/road_threshold_sweep_9t.csv,data/05_results/9t/road/thresholds/road_threshold_sweep_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_road_thresholds/
data/derivatives/eval_9t_uncounted_wells/_uncounted_9t.json,data/05_results/9t/wells/uncounted/_uncounted_9t.json,phase4c,eval output keyed area/target/question; was the flat eval_9t_uncounted_wells/
data/derivatives/eval_9t_uncounted_wells/recovered_uncounted_9t.gpkg,data/05_results/9t/wells/uncounted/recovered_uncounted_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_uncounted_wells/
data/derivatives/eval_9t_uncounted_wells/uncounted_recovery_9t.csv,data/05_results/9t/wells/uncounted/uncounted_recovery_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_uncounted_wells/
data/derivatives/eval_9t_uncounted_wells/uncounted_recovery_9t.png,data/05_results/9t/wells/uncounted/uncounted_recovery_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_uncounted_wells/
data/derivatives/eval_9t_uncounted_wells/uncounted_wells_9t.gpkg,data/05_results/9t/wells/uncounted/uncounted_wells_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_uncounted_wells/
data/derivatives/eval_613590_roads/_road_score_vs_roads_shp_613590_1m.json,data/05_results/613590/road/thresholds/_road_score_vs_roads_shp_613590_1m.json,phase4c,eval output keyed area/target/question; was the flat eval_613590_roads/
data/derivatives/eval_613590_roads/road_found_vs_missed_thr0p50_613590_1m.gpkg,data/05_results/613590/road/thresholds/road_found_vs_missed_thr0p50_613590_1m.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_613590_roads/
data/derivatives/eval_613590_roads/road_score_vs_roads_shp_613590_1m.csv,data/05_results/613590/road/thresholds/road_score_vs_roads_shp_613590_1m.csv,phase4c,eval output keyed area/target/question; was the flat eval_613590_roads/
data/derivatives/experiments/candidates/candidates_pads.gpkg,data/05_results/candidates/candidates_pads.gpkg,phase4c,"candidate well layers are the deliverable, not an experiment"
data/derivatives/experiments/candidates/candidates_pads.parquet,data/05_results/candidates/candidates_pads.parquet,phase4c,"candidate well layers are the deliverable, not an experiment"
data/derivatives/experiments/candidates/candidates_pits.gpkg,data/05_results/candidates/candidates_pits.gpkg,phase4c,"candidate well layers are the deliverable, not an experiment"
data/derivatives/experiments/candidates/candidates_pits.parquet,data/05_results/candidates/candidates_pits.parquet,phase4c,"candidate well layers are the deliverable, not an experiment"
data/derivatives/experiments/candidates/candidates_roads.gpkg,data/05_results/candidates/candidates_roads.gpkg,phase4c,"candidate well layers are the deliverable, not an experiment"
data/derivatives/experiments/candidates/candidates_roads.parquet,data/05_results/candidates/candidates_roads.parquet,phase4c,"candidate well layers are the deliverable, not an experiment"
data/derivatives/experiments/candidates/not_roads.gpkg,data/05_results/candidates/not_roads.gpkg,phase4c,"candidate well layers are the deliverable, not an experiment"
data/derivatives/experiments/candidates/pit_outside.gpkg,data/05_results/candidates/pit_outside.gpkg,phase4c,"candidate well layers are the deliverable, not an experiment"
data/derivatives/experiments/candidates/pits_inside.gpkg,data/05_results/candidates/pits_inside.gpkg,phase4c,"candidate well layers are the deliverable, not an experiment"
data/derivatives/experiments/candidates/plat.gpkg,data/05_results/candidates/plat.gpkg,phase4c,"candidate well layers are the deliverable, not an experiment"
data/derivatives/experiments/candidates/roads.gpkg,data/05_results/candidates/roads.gpkg,phase4c,"candidate well layers are the deliverable, not an experiment"
