plat_id,block_id,split,centroid_x,centroid_y
979,119,train,623762.4425109435,4596578.80928188
980,119,train,623748.8861261767,4596668.492692315
981,131,test,623771.3720689538,4596764.309780341
982,131,test,623696.5744628335,4596793.755767287
983,131,test,623847.5169082152,4596776.222519449
984,69,train,623202.1874559287,4594912.458636708
985,70,train,623287.788933082,4594885.540174499
986,57,train,623192.2044299135,4594760.77879129
987,57,train,623001.8908608722,4594746.417960723
988,56,train,622857.6692095682,4594629.110614188
989,56,train,622774.5872536008,4594553.962595079
990,56,train,622698.156184745,4594793.525115081
991,68,train,622574.543860559,4594898.918236425
992,80,train,622559.0176919888,4595264.586812526
993,68,train,622609.9690723403,4595068.278199367
994,91,train,622356.5581427607,4595826.624484868
