pit_id,plat_id,block_id,split,centroid_x,centroid_y
524,253.0,66.0,train,621891.959471699,4595145.083761091
525,,65.0,test,621633.394260014,4594950.547336093
526,229.0,65.0,test,621473.364106674,4595194.372829496
527,,104.0,test,622830.6936557689,4596090.500848346
528,,104.0,test,622713.9746039598,4596179.368448047
529,,104.0,test,622826.2847134491,4596203.0170875555
530,,104.0,test,622559.7469805017,4596203.330466141
531,516.0,116.0,train,622563.3687801915,4596714.9941777075
532,516.0,116.0,train,622562.3957282722,4596723.254103251
533,507.0,116.0,train,622555.1867444345,4596591.436632048
534,633.0,94.0,train,623489.357205292,4595726.791397644
535,638.0,82.0,train,623318.3004387185,4595466.788630501
536,,95.0,train,623686.0728900059,4595723.079123384
537,,126.0,train,622037.8979451818,4596950.260500566
538,583.0,124.0,val,621119.7582141418,4597085.77817443
539,743.0,111.0,train,620866.9788806374,4596417.054996421
540,,111.0,train,620649.1315059734,4596571.531122964
541,,135.0,train,620926.1240894719,4597335.770635494
542,,135.0,train,620833.2739821669,4597478.371061376
543,,135.0,train,620711.0081828814,4597467.413969845
544,671.0,133.0,train,620225.5266910469,4597283.615206125
545,,99.0,train,620732.720595067,4596181.407478295
546,,87.0,train,620733.6574998116,4595925.707463675
547,,88.0,val,621145.8463429286,4595794.354794244
548,812.0,63.0,val,620802.2106285917,4595067.422995176
549,823.0,50.0,train,620611.2678604026,4594602.807999446
550,822.0,51.0,val,620725.5094982114,4594670.730540737
551,871.0,28.0,train,621159.65145928,4593906.1142109325
552,,28.0,train,621283.5157383914,4593865.195642008
553,,28.0,train,621289.9537259905,4593862.994721368
554,,14.0,test,620409.8931130168,4593648.928827505
555,843.0,12.0,test,619866.1811729631,4593538.853379118
556,845.0,0.0,train,619719.4063812871,4593290.597201832
557,946.0,71.0,train,623933.8998148153,4595128.001669348
558,,90.0,train,621893.1815641209,4595737.47425041
559,,,unused,616648.1632087365,4591890.943967675
560,,,unused,616775.8381027569,4591906.131528095
561,,,unused,616906.1209382714,4592027.3627891345
562,,,unused,616774.9895096804,4592027.490736424
563,,,unused,616628.6761079532,4592022.71475726
564,,,unused,616496.5178137724,4591909.245119931
565,,,unused,616490.4262114906,4592026.066289117
566,,,unused,616543.604307183,4592142.898406386
567,,,unused,616388.9103089806,4592160.657337078
568,,,unused,616353.435850946,4592193.615377411
569,,,unused,616450.2020720642,4592216.442884071
570,,,unused,616749.8472039698,4592175.66891398
571,,,unused,616951.5728675436,4592149.349033586
572,,,unused,617042.9075782148,4592165.135904757
573,,,unused,617233.8963636629,4592206.768694893
574,,,unused,617265.0851082606,4592288.412730496
575,,,unused,616900.6081086873,4592299.212348581
576,,,unused,617583.7558783636,4592245.449786903
577,,,unused,617544.3884039697,4592084.807543229
578,,,unused,617686.5447219155,4592352.220301489
579,,,unused,617678.8240100264,4592517.450361438
580,,,unused,617903.3541617715,4592226.1086306255
581,,,unused,617812.623897485,4592522.504320167
582,,,unused,617922.1433237755,4592524.986524264
583,,,unused,617932.380730287,4592621.69953208
584,,,unused,617447.2179237447,4592608.6579876365
585,,,unused,617178.0844716396,4592436.765372178
586,,,unused,617107.394759614,4592409.285830886
587,,,unused,616908.8523512902,4592436.9647530345
588,,,unused,617570.9874560009,4592615.148760407
589,,,unused,617554.4578607248,4592741.681116565
590,,,unused,617421.0072368697,4592735.221329088
591,,,unused,617325.4927088834,4592745.71996799
592,,,unused,617186.4822171443,4592721.982163851
593,,,unused,617126.7853064595,4592765.363843602
594,,,unused,617192.4875661874,4592836.460596931
595,,,unused,617294.4676137546,4592842.863420484
596,,,unused,617208.5614564082,4592921.360204898
597,,,unused,617350.7561654929,4592961.5924310135
598,,,unused,617572.0262000427,4592862.188207132
599,,,unused,617691.3745260942,4593010.824869887
600,,,unused,617793.0924976263,4592751.248242317
601,,,unused,617919.6996115664,4592885.431498049
602,,,unused,617350.5987765195,4592230.430953393
603,,,unused,617175.1600027416,4592340.908447204
604,,,unused,616462.9623860895,4592134.045994209
605,,,unused,616353.8088786845,4592013.983992703
606,,,unused,616235.1845753114,4592027.605701127
607,,,unused,616364.2447018898,4591786.378508681
608,,,unused,616528.1296862747,4591651.091688
609,,,unused,616637.2399672037,4591634.223371366
610,,,unused,616384.8062536344,4591523.1947014965
611,,,unused,616385.0397071793,4591653.196890333
612,,,unused,616250.5835573438,4591646.195082371
613,,,unused,616184.5899361608,4591540.978407709
614,,,unused,616266.2953353819,4591387.600528668
615,,,unused,616151.1496134044,4591262.458009578
616,,,unused,616412.473643037,4591261.908673182
617,,,unused,616259.596583397,4590992.680720181
618,,,unused,616153.3371771516,4590997.089323797
619,,,unused,616148.0996800876,4590875.458277004
620,,,unused,616089.1870089555,4591076.031202271
621,,,unused,616163.594749888,4590748.806399448
622,,,unused,616055.801541909,4591380.091402098
623,,,unused,616349.1806378346,4592246.906110422
624,,,unused,616388.5764094858,4592287.802226675
625,,,unused,616493.2223608576,4592285.7440026235
626,,,unused,616900.5866951166,4592536.163547148
627,,,unused,617003.252672959,4592062.230871666
628,,,unused,616284.8468497829,4591519.918154419
629,,,unused,616724.5992043793,4594265.391452663
630,,,unused,617452.3229634828,4593808.105251445
631,,,unused,617651.5380291886,4593184.6159677645
632,,,unused,617406.2435114181,4592981.860803567
633,,,unused,617127.7843967782,4593047.50113261
634,,,unused,617902.5700510341,4592471.9060894195
635,,,unused,615568.3433407376,4593538.5946348915
636,,,unused,615527.9827668124,4593534.492951143
637,,,unused,614502.9778408761,4592521.365525826
638,,,unused,614377.1611622355,4592777.755086393
639,,,unused,614244.5921900513,4592902.194435861
640,,,unused,613972.7959093633,4592879.141607836
641,,,unused,614391.9087217976,4591997.602592324
642,,,unused,614381.8155531536,4592132.986754198
643,,,unused,614374.6211396853,4592386.715789733
644,,,unused,614504.0639212148,4591998.876050376
645,,,unused,614646.049589342,4591874.140909943
646,,,unused,614634.3084824807,4592003.368307849
647,,,unused,614523.613711017,4591746.091710296
648,,,unused,614406.1924344979,4591623.716833681
649,,,unused,614534.0764332653,4591476.998101555
650,,,unused,614610.1532659027,4591515.31222335
651,,,unused,614531.5784856458,4591350.221873482
652,,,unused,614006.8626114116,4591716.942277202
653,,,unused,614079.1342718338,4591886.30594678
654,,,unused,613992.0874787515,4592091.976434865
655,,,unused,616269.5035244152,4591216.375914518
656,,,unused,616152.9120865598,4591164.997076397
657,,,unused,616054.1718518437,4591407.745019398
658,,,unused,616147.1216515491,4591620.790537852
659,,,unused,616146.1995874485,4591782.325000545
660,,,unused,616239.1410629709,4591899.2875991855
661,,,unused,616381.4142595817,4591908.522112935
662,,,unused,616334.5176175451,4592106.4315092
663,,,unused,616109.1623935242,4592153.0912299305
664,,,unused,616760.0276166807,4592428.688751234
665,,,unused,617525.927173861,4592899.618907544
666,,,unused,617586.0062426785,4592969.719093353
667,,,unused,617546.6505410793,4593397.937514965
668,,,unused,617188.0345388794,4593857.243571451
669,,,unused,616643.0789690886,4592683.727631037
670,,,unused,616529.8980936701,4592672.98342593
671,,,unused,616530.5931030087,4592807.411979911
672,,,unused,616236.552736828,4592409.846969823
673,,,unused,616421.2438859991,4592546.260480687
674,,,unused,616253.7598928686,4592567.370430597
675,,,unused,616117.4092057175,4592027.405610708
676,,,unused,616374.6673043622,4591155.555719537
677,,,unused,616096.4971931862,4591638.22093411
678,,,unused,616012.2028902725,4591884.507804001
679,,,unused,616121.9530268509,4591897.366826526
680,,,unused,616501.608282397,4592409.403922946
681,,,unused,616845.0188864033,4593887.320682018
682,,,unused,614652.4765118954,4591727.334886329
683,,,unused,614396.0591132995,4591876.289099936
684,,,unused,614617.1906829887,4592651.633214282
685,,,unused,616284.25226306,4592882.679293652
686,,,unused,616018.9202509273,4592745.273458982
687,,,unused,617176.9044886332,4592971.0824388815
688,,,unused,617413.8938409155,4593125.2291766405
689,,,unused,617918.7208250342,4592756.863859287
690,,,unused,614615.4291932207,4592162.615859995
691,,,unused,614060.9433561545,4594132.091964435
692,,,unused,614043.9604790412,4594250.606464155
693,,,unused,613938.0749573993,4594258.502061067
694,,,unused,613938.0920957159,4594144.004289728
695,,,unused,613899.2348027753,4593741.225030759
696,,,unused,616515.7804382453,4591415.63923245
697,,,unused,617772.3562648133,4592411.291131833
698,,,unused,617919.7499551378,4592996.797576708
699,,,unused,617680.8461927266,4592731.948328813
700,,,unused,617002.207478742,4593855.394556245
701,,,unused,617073.1782305377,4592755.7837448055
702,,,unused,616181.04594088,4592227.0049699405
703,,,unused,616635.5886544754,4592546.45940346
704,,,unused,616253.6712191626,4592148.229969854
705,,,unused,616100.0907663421,4592266.024703593
706,,,unused,617322.7220667631,4592350.961425237
707,,,unused,617319.721926015,4592598.569965722
708,,,unused,617546.3725443422,4593243.079254103
709,,,unused,616921.763004641,4593857.570736905
710,,,unused,614378.9625879469,4592248.884211688
711,,,unused,613997.5677434343,4591833.804303657
